dark_phase_name,light_phase_name,dark_area_fraction,light_area_fraction,dark_n_regions,light_n_regions,dark_mean_region_area_px,light_mean_region_area_px,dark_mean_region_area_um2,light_mean_region_area_um2,dark_mean_nn_distance,light_mean_nn_distance,nn_distance_unit,lr_mismatch,tb_mismatch,tolerance,warning_left_right,warning_top_bottom,voxel_shape_nz_ny_nx,n_materials,damask_export_ok,damask_message,vti_path,debug_vti_path,debug_vti_message
SecondPhase,Matrix,0.12329959869384766,0.8767004013061523,479,77,269.91440501043843,11938.792207792209,33.064514613778705,1462.5020454545452,8.525414956064429,14.758243934558637,um,0.2109375,0.248046875,0.1,True,True,"(1, 1024, 1024)",570,True,DAMASK GeomGrid erfolgreich exportiert (save).,/Users/lorenzmaier/PycharmProjects/microDAM/output/run_20260818_120744_58098774/geometry/damask_geom.vti,/Users/lorenzmaier/PycharmProjects/microDAM/output/run_20260818_120744_58098774/geometry/debug_material_and_phase.vti,"VTI geschrieben (vtk, inline binary): /Users/lorenzmaier/PycharmProjects/microDAM/output/run_20260818_120744_58098774/geometry/debug_material_and_phase.vti"
