grain_id,phase_id,phase_name,area_px,area_um2,centroid_x_px,centroid_y_px,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col,perimeter_px,equiv_diameter_px
224,0,SecondPhase,18,2.2049999999999996,997.7222222222222,462.3888888888889,461,995,465,1001,13.071067811865476,4.787307364817192
225,0,SecondPhase,959,117.47749999999998,546.6840458811262,498.82586027111574,464,507,540,580,338.8599564173221,34.943335894001606
226,0,SecondPhase,46,5.634999999999999,844.7391304347826,467.19565217391306,464,838,472,850,28.556349186104043,7.653039857325812
227,0,SecondPhase,305,37.3625,998.1770491803279,469.7737704918033,464,974,479,1024,115.94112549695427,19.706294962377495
228,0,SecondPhase,203,24.867499999999996,495.5566502463054,472.6354679802956,465,480,479,508,72.04163056034261,16.07692842495848
229,0,SecondPhase,679,83.1775,58.39764359351988,483.23122238586154,470,30,497,89,172.36753236814712,29.40288507740653
230,0,SecondPhase,2,0.24499999999999997,510.5,472.0,472,510,473,512,0.0,1.5957691216057308
231,0,SecondPhase,146,17.884999999999998,373.3082191780822,474.76027397260276,473,350,479,395,91.5208152801713,13.63425735166143
232,0,SecondPhase,528,64.67999999999999,316.8011363636364,494.99242424242425,475,303,527,348,181.81727983645294,25.928179257714298
233,0,SecondPhase,61,7.472499999999999,432.5409836065574,478.37704918032784,476,425,482,443,37.31370849898477,8.812923024107548
234,0,SecondPhase,1899,232.62749999999997,213.013691416535,539.7372301211163,480,166,581,248,598.2985565973347,49.17196249339733
235,0,SecondPhase,678,83.05499999999999,1004.9115044247787,499.78908554572274,482,981,521,1024,163.64570696119912,29.381225490616288
236,0,SecondPhase,198,24.254999999999995,387.84343434343435,503.0353535353535,488,365,520,402,97.56854249492379,15.877702285203682
237,0,SecondPhase,956,117.10999999999999,60.57217573221757,507.3734309623431,490,29,527,107,357.12593770155434,34.88863718700998
238,0,SecondPhase,87,10.657499999999999,872.735632183908,498.28735632183907,492,868,505,878,34.384776310850235,10.524820207108489
239,0,SecondPhase,12,1.4699999999999998,116.91666666666667,507.8333333333333,506,116,511,119,10.242640687119284,3.9088200952233594
240,0,SecondPhase,23,2.8174999999999994,684.4782608695652,507.7391304347826,506,682,511,688,15.65685424949238,5.4115163798060095
241,0,SecondPhase,306,37.48499999999999,714.6307189542483,516.59477124183,507,692,530,736,124.01828996322963,19.738573927438622
242,0,SecondPhase,17,2.0824999999999996,0.8235294117647058,515.7058823529412,513,0,520,3,14.242640687119286,4.652426491681278
243,0,SecondPhase,10,1.2249999999999999,231.8,516.0,515,230,518,234,8.82842712474619,3.5682482323055424
244,0,SecondPhase,21,2.5725,293.42857142857144,518.4761904761905,515,291,523,297,15.313708498984761,5.170882945826411
245,0,SecondPhase,12,1.4699999999999998,880.1666666666666,517.8333333333334,516,878,521,883,6.242640687119286,3.9088200952233594
246,0,SecondPhase,2049,251.00249999999997,42.58955588091752,559.5134211810639,518,0,622,93,689.636651713959,51.07707731617333
247,0,SecondPhase,487,59.65749999999999,999.4928131416838,540.5564681724846,518,981,571,1024,181.37972567696687,24.901157769991823
248,0,SecondPhase,1,0.12249999999999998,364.0,520.0,520,364,521,365,0.0,1.1283791670955126
249,0,SecondPhase,35,4.2875,354.0285714285714,527.8571428571429,523,352,534,357,22.071067811865476,6.6755811781245455
250,0,SecondPhase,9,1.1024999999999998,689.3333333333334,527.1111111111111,526,688,529,692,8.242640687119284,3.385137501286538
251,0,SecondPhase,1427,174.80749999999998,788.498948843728,575.2277505255781,527,765,624,814,328.26197667087547,42.62526047236635
252,0,SecondPhase,26,3.1849999999999996,885.0384615384615,531.0769230769231,529,882,534,889,16.48528137423857,5.753627391751592
253,0,SecondPhase,48,5.879999999999999,346.7708333333333,537.25,530,343,548,351,35.89949493661167,7.817640190446719
254,0,SecondPhase,4,0.48999999999999994,690.5,531.5,531,690,533,692,4.0,2.256758334191025
255,0,SecondPhase,179,21.9275,339.49162011173183,547.1731843575419,532,330,560,349,74.66904755831214,15.09668435477122
256,0,SecondPhase,307,37.607499999999995,583.5472312703583,541.5048859934853,533,563,554,599,109.84062043356595,19.77080019204319
257,0,SecondPhase,82,10.044999999999998,681.8414634146342,540.9024390243902,536,673,547,692,44.87005768508881,10.217907939900583
258,0,SecondPhase,8,0.9799999999999999,946.875,540.875,540,946,543,949,7.414213562373095,3.1915382432114616
259,0,SecondPhase,30,3.6749999999999994,22.233333333333334,550.3666666666667,548,19,554,26,17.899494936611664,6.180387232371033
260,0,SecondPhase,68,8.329999999999998,355.47058823529414,557.5147058823529,548,351,567,361,44.04163056034261,9.304852983362556
261,0,SecondPhase,65,7.962499999999999,969.4307692307692,554.3846153846154,548,960,562,978,44.698484809834994,9.09728368293446
262,0,SecondPhase,68,8.329999999999998,825.1176470588235,553.4852941176471,549,820,559,831,29.79898987322333,9.304852983362556
263,0,SecondPhase,1022,125.19499999999998,887.5704500978474,573.3972602739726,549,864,607,936,328.8711037056153,36.07285426355026
264,0,SecondPhase,15,1.8374999999999997,671.8666666666667,553.6666666666666,552,669,556,675,13.071067811865476,4.370193722368317
265,0,SecondPhase,24,2.9399999999999995,329.0,554.5,553,326,557,333,15.65685424949238,5.527906391541368
266,0,SecondPhase,19,2.3274999999999997,313.8421052631579,557.578947368421,555,312,561,317,14.48528137423857,4.918490759365935
267,0,SecondPhase,7,0.8574999999999999,667.0,558.0,557,666,560,669,6.82842712474619,2.985410660720923
268,0,SecondPhase,478,58.55499999999999,387.9686192468619,584.8096234309623,559,364,601,420,170.75230867899737,24.669991941291908
269,0,SecondPhase,36,4.409999999999999,589.0,564.1111111111111,559,586,571,594,26.9350288425444,6.770275002573076
270,0,SecondPhase,307,37.607499999999995,821.9739413680782,566.8371335504886,559,804,578,844,131.95331880577405,19.77080019204319
271,0,SecondPhase,18,2.2049999999999996,768.0,561.8333333333334,560,765,565,772,13.278174593052022,4.787307364817192
272,0,SecondPhase,35,4.2875,41.714285714285715,564.2285714285714,562,38,568,46,19.899494936611667,6.6755811781245455
273,0,SecondPhase,526,64.43499999999999,585.7832699619772,587.7927756653993,567,566,604,611,169.23759005323595,25.879026267050612
274,0,SecondPhase,123,15.067499999999997,858.0162601626016,578.0813008130082,570,851,587,866,47.698484809834994,12.514330345744634
275,0,SecondPhase,2336,286.15999999999997,684.455051369863,664.5295376712329,574,631,741,749,765.4528855298854,54.53702940664572
276,0,SecondPhase,4,0.48999999999999994,768.5,574.5,574,768,576,770,4.0,2.256758334191025
277,0,SecondPhase,284,34.78999999999999,621.5598591549295,594.4084507042254,577,612,619,631,133.63961030678928,19.015783725757565
278,0,SecondPhase,221,27.072499999999998,997.683257918552,596.5113122171946,579,980,613,1024,119.46803743153546,16.774562271083887
279,0,SecondPhase,48,5.879999999999999,936.5,583.5,581,932,587,942,23.31370849898476,7.817640190446719
280,0,SecondPhase,1587,194.40749999999997,123.35916824196597,599.2407057340895,583,64,625,184,541.7117241391813,44.951431095068635
281,0,SecondPhase,313,38.342499999999994,752.408945686901,594.3003194888179,583,722,609,776,127.08935777509512,19.963065333312567
282,0,SecondPhase,145,17.7625,909.351724137931,589.9862068965517,583,895,602,922,69.01219330881976,13.58748446131949
283,0,SecondPhase,489,59.90249999999999,542.5255623721881,603.6932515337423,586,518,625,569,142.99494936611666,24.952237121658943
284,0,SecondPhase,15,1.8374999999999997,266.6,590.2,588,265,594,269,13.071067811865476,4.370193722368317
285,0,SecondPhase,75,9.187499999999998,965.7333333333333,593.08,589,960,598,972,35.55634918610404,9.772050238058398
286,0,SecondPhase,45,5.512499999999999,274.8666666666667,596.2222222222222,592,272,601,279,22.727922061357855,7.569397566060481
287,0,SecondPhase,298,36.504999999999995,434.1744966442953,616.238255033557,597,428,638,443,97.25483399593904,19.47884453275087
288,0,SecondPhase,164,20.089999999999996,375.4207317073171,612.7256097560976,602,367,626,387,65.25483399593904,14.450303987687134
289,0,SecondPhase,402,49.24499999999999,177.99502487562188,614.9303482587064,604,155,629,194,113.70458146424488,22.623931952327283
290,0,SecondPhase,777,95.18249999999999,636.1994851994853,654.8069498069498,605,621,696,653,346.8294731452727,31.453253031430968
291,0,SecondPhase,321,39.3225,298.01869158878503,615.4548286604362,607,281,631,321,140.02438661763952,20.216574731145414
292,0,SecondPhase,156,19.109999999999996,689.7948717948718,610.6346153846154,607,676,616,711,80.45584412271572,14.093451279891855
293,0,SecondPhase,159,19.4775,459.8993710691824,616.1698113207547,608,453,625,471,55.49137802864845,14.228319915326999
294,0,SecondPhase,2,0.24499999999999997,714.0,608.5,608,714,610,715,0.0,1.5957691216057308
295,0,SecondPhase,494,60.51499999999999,515.3076923076923,637.9372469635628,611,494,664,543,167.50966799187808,25.079480359432697
296,0,SecondPhase,401,49.122499999999995,882.9750623441397,635.3940149625935,611,869,657,909,161.8589103967956,22.595775212167435
297,0,SecondPhase,52,6.369999999999999,352.0576923076923,613.7307692307693,612,342,616,362,39.86396103067892,8.136857890256438
298,0,SecondPhase,119,14.577499999999999,486.218487394958,618.2689075630252,613,475,627,494,50.21320343559643,12.309163489997376
299,0,SecondPhase,133,16.292499999999997,106.61654135338345,620.6917293233083,618,93,626,118,56.38477631085024,13.013103375051497
300,0,SecondPhase,135,16.537499999999998,797.8222222222222,627.3555555555556,620,791,637,806,50.2842712474619,13.110581167104948
301,0,SecondPhase,69,8.452499999999999,861.1014492753624,628.0869565217391,622,858,635,866,32.97056274847714,9.373021315815206
302,0,SecondPhase,159,19.4775,110.0754716981132,636.8050314465409,628,100,648,121,68.18376618407356,14.228319915326999
303,0,SecondPhase,1,0.12249999999999998,280.0,631.0,631,280,632,281,0.0,1.1283791670955126
304,0,SecondPhase,68,8.329999999999998,811.8529411764706,639.7794117647059,634,808,648,818,33.55634918610404,9.304852983362556
305,0,SecondPhase,226,27.684999999999995,294.646017699115,654.4115044247787,636,287,675,306,95.25483399593904,16.96325844612841
306,0,SecondPhase,116,14.209999999999997,412.8103448275862,640.5344827586207,637,405,645,422,42.14213562373095,12.153015559492998
307,0,SecondPhase,72,8.819999999999999,187.22222222222223,645.6111111111111,639,183,653,192,34.384776310850235,9.574614729634384
308,0,SecondPhase,763,93.46749999999999,843.8007863695938,659.8519003931848,640,826,692,876,327.34419177103416,31.1686023528956
309,0,SecondPhase,144,17.639999999999997,402.7986111111111,659.8611111111111,648,397,671,410,56.87005768508881,13.540550005146152
310,0,SecondPhase,66,8.084999999999999,42.45454545454545,662.0454545454545,651,39,674,49,44.14213562373095,9.166995688475081
311,0,SecondPhase,120,14.699999999999998,818.4666666666667,657.3916666666667,651,810,664,826,53.66295090390226,12.360774464742066
312,0,SecondPhase,289,35.402499999999996,174.67128027681662,660.553633217993,654,150,667,196,109.11269837220809,19.182445840623714
313,0,SecondPhase,134,16.415,972.7089552238806,663.5373134328358,657,962,671,984,63.94112549695428,13.061933202803933
314,0,SecondPhase,11,1.3475,96.0,663.0,661,95,666,98,9.65685424949238,3.742410318509555
315,0,SecondPhase,35,4.2875,516.0285714285715,663.1428571428571,661,512,666,521,21.071067811865476,6.6755811781245455
316,0,SecondPhase,624,76.43999999999998,375.48878205128204,697.7323717948718,665,353,728,397,257.492424049175,28.18690255978371
317,0,SecondPhase,365,44.71249999999999,169.35342465753425,684.8712328767124,667,157,700,184,160.71677477306463,21.557653718072718
318,0,SecondPhase,229,28.052499999999995,1004.0436681222708,682.8340611353711,667,985,699,1024,124.05382386916236,17.075475271404667
319,0,SecondPhase,199,24.377499999999998,330.24120603015075,677.8391959798995,674,306,683,355,105.698484809835,15.91774699517169
320,0,SecondPhase,5,0.6124999999999999,299.4,675.8,675,299,678,301,5.207106781186548,2.5231325220201604
321,0,SecondPhase,11,1.3475,860.0,679.0,677,859,682,862,9.65685424949238,3.742410318509555
322,0,SecondPhase,50,6.124999999999999,92.2,681.84,678,89,687,96,23.899494936611667,7.978845608028654
323,0,SecondPhase,381,46.67249999999999,765.4199475065617,699.8110236220473,680,751,720,784,110.95331880577405,22.025082668269306
324,0,SecondPhase,3744,458.63999999999993,768.5608974358975,778.8944978632478,682,685,880,877,1282.887481096541,69.04352870101911
325,0,SecondPhase,79,9.677499999999998,290.65822784810126,686.5316455696203,683,285,691,297,30.727922061357855,10.02925341359355
326,0,SecondPhase,116,14.209999999999997,31.387931034482758,704.4655172413793,685,27,723,37,77.79898987322332,12.153015559492998
327,0,SecondPhase,6,0.7349999999999999,618.5,685.5,685,617,687,621,6.414213562373095,2.763953195770684
328,0,SecondPhase,189,23.152499999999996,999.4126984126984,696.1322751322751,686,992,704,1008,57.112698372208094,15.512648837479231
329,0,SecondPhase,80,9.799999999999999,603.475,693.325,688,599,700,609,32.384776310850235,10.092530088080641
330,0,SecondPhase,341,41.772499999999994,257.07624633431084,712.8152492668622,691,239,726,286,125.68124086713189,20.83685880248485
331,0,SecondPhase,109,13.352499999999997,516.0733944954128,693.9816513761468,691,507,698,527,44.14213562373095,11.780624362746345
332,0,SecondPhase,140,17.15,593.8,708.05,696,590,719,599,51.798989873223334,13.351162356249091
333,0,SecondPhase,391,47.897499999999994,929.1841432225063,706.8337595907929,701,907,714,953,105.01219330881975,22.312253628700276
334,0,SecondPhase,127,15.557499999999997,493.81889763779526,714.8661417322835,702,480,725,506,74.6335136523794,12.716187407449045
335,0,SecondPhase,12,1.4699999999999998,1021.75,704.0833333333334,703,1020,707,1024,10.621320343559642,3.9088200952233594
336,0,SecondPhase,34,4.164999999999999,897.0,707.2941176470588,706,892,710,903,24.242640687119284,6.579524642479541
337,0,SecondPhase,78,9.554999999999998,526.1538461538462,713.7435897435897,708,520,721,532,38.62741699796952,9.965574970333758
338,0,SecondPhase,40,4.8999999999999995,87.25,715.4,711,85,721,90,22.48528137423857,7.136496464611085
339,0,SecondPhase,13,1.5924999999999998,792.4615384615385,712.6153846153846,711,791,715,795,10.82842712474619,4.068428945128219
340,0,SecondPhase,391,47.897499999999994,995.8797953964195,718.8030690537084,711,966,728,1024,142.49747468305833,22.312253628700276
341,0,SecondPhase,11,1.3475,961.7272727272727,718.9090909090909,718,960,721,965,10.242640687119286,3.742410318509555
342,0,SecondPhase,443,54.26749999999999,1006.3566591422122,740.744920993228,723,987,758,1024,114.74621202458749,23.74963406702674
343,0,SecondPhase,55,6.737499999999999,85.0,729.3090909090909,725,82,735,89,25.899494936611664,8.368283871884005
344,0,SecondPhase,35,4.2875,480.22857142857146,730.8285714285714,725,479,737,483,25.071067811865476,6.6755811781245455
345,0,SecondPhase,403,49.36749999999999,590.9503722084368,742.5210918114144,725,568,761,608,144.75230867899737,22.65205369339104
346,0,SecondPhase,766,93.835,352.1657963446475,743.1984334203655,726,333,768,373,225.7228714274745,31.229817342839755
347,0,SecondPhase,234,28.664999999999996,852.9444444444445,734.2521367521367,727,838,744,871,81.01219330881975,17.26088217525478
348,0,SecondPhase,413,50.592499999999994,808.777239709443,746.5399515738499,728,789,764,826,161.92388155425118,22.93137440223813
349,0,SecondPhase,929,113.80249999999998,39.892357373519914,766.1969860064586,729,18,788,67,283.0010460205266,34.39243429969688
350,0,SecondPhase,37,4.5325,455.8378378378378,740.0,735,451,745,462,21.556349186104047,6.863662517577698
351,0,SecondPhase,54,6.614999999999999,684.5,739.3333333333334,735,681,744,689,24.14213562373095,8.291859587312052
352,0,SecondPhase,91,11.147499999999999,535.5054945054945,746.934065934066,737,532,757,540,44.384776310850235,10.764051215546116
353,0,SecondPhase,1533,187.79249999999996,106.57273320287018,782.2504892367906,738,73,837,164,536.2274887854692,44.1800432557394
354,0,SecondPhase,291,35.647499999999994,644.3951890034364,746.4536082474227,738,610,758,670,139.98275605729688,19.248706645328987
355,0,SecondPhase,679,83.1775,451.2960235640648,766.9941089837997,741,413,792,483,222.66399692442877,29.40288507740653
356,0,SecondPhase,64,7.839999999999999,444.75,750.078125,745,441,757,450,31.556349186104043,9.0270333367641
357,0,SecondPhase,278,34.05499999999999,871.410071942446,751.5647482014389,746,848,757,893,100.2842712474619,18.81384047546846
358,0,SecondPhase,7,0.8574999999999999,843.7142857142857,750.0,749,843,752,846,6.82842712474619,2.985410660720923
359,0,SecondPhase,224,27.439999999999998,119.00446428571429,765.9196428571429,750,106,784,134,90.71067811865476,16.88803298257901
360,0,SecondPhase,193,23.6425,317.8341968911917,763.7150259067357,752,308,779,328,83.15432893255071,15.67594437773643
361,0,SecondPhase,557,68.23249999999999,816.096947935368,768.1472172351885,755,789,780,847,184.2670273047588,26.63070457981699
362,0,SecondPhase,195,23.887499999999996,592.2615384615384,766.6564102564103,757,584,775,602,53.35533905932738,15.756957549709801
363,0,SecondPhase,886,108.53499999999998,976.686230248307,782.5654627539503,757,952,808,998,213.86500705120545,33.5870545989873
364,0,SecondPhase,39,4.777499999999999,1.1025641025641026,765.8205128205128,759,0,772,4,27.035533905932738,7.046725639945928
365,0,SecondPhase,718,87.95499999999998,872.9721448467967,774.9860724233984,759,837,798,898,251.52186130069782,30.23550881198871
366,0,SecondPhase,77,9.4325,994.3766233766233,766.1688311688312,759,990,773,999,34.384776310850235,9.901487006738307
367,0,SecondPhase,162,19.845,534.1111111111111,768.4506172839506,762,523,774,544,53.21320343559643,14.361922094451577
368,0,SecondPhase,91,11.147499999999999,361.3296703296703,781.3846153846154,770,358,792,365,46.97056274847714,10.764051215546116
369,0,SecondPhase,305,37.3625,227.38688524590165,792.4622950819672,774,217,807,244,109.05382386916237,19.706294962377495
370,0,SecondPhase,543,66.5175,835.6758747697975,795.0018416206261,776,819,828,866,216.86500705120545,26.29389801439097
371,0,SecondPhase,166,20.334999999999997,4.746987951807229,793.1987951807229,780,0,811,10,68.79898987322333,14.538148590038452
372,0,SecondPhase,131,16.0475,525.2290076335878,790.3053435114504,780,514,801,537,64.08326112068522,12.914889870235298
373,0,SecondPhase,349,42.7525,875.0,810.3037249283668,785,864,837,885,121.49747468305833,21.079862454783044
374,0,SecondPhase,30,3.6749999999999994,804.1,789.2333333333333,787,800,793,810,21.31370849898476,6.180387232371033
375,0,SecondPhase,1,0.12249999999999998,461.0,794.0,794,461,795,462,0.0,1.1283791670955126
376,0,SecondPhase,117,14.332499999999998,461.7692307692308,813.0940170940171,794,453,833,471,87.18376618407356,12.205286835384658
377,0,SecondPhase,110,13.474999999999998,300.4818181818182,801.3090909090909,795,295,809,307,38.62741699796952,11.834540545406394
378,0,SecondPhase,115,14.087499999999999,790.9826086956522,800.2,795,785,807,800,42.384776310850235,12.100518486599809
379,0,SecondPhase,260,31.849999999999994,520.2153846153847,818.9269230769231,802,513,837,530,83.01219330881976,18.19456736586892
380,0,SecondPhase,491,60.147499999999994,935.2118126272912,817.6883910386965,802,918,836,957,114.36753236814712,25.003212122944625
381,0,SecondPhase,141,17.272499999999997,573.3971631205674,813.1914893617021,805,560,821,586,67.94112549695427,13.398760233979036
382,0,SecondPhase,337,41.28249999999999,237.86646884272997,815.2225519287833,807,211,824,272,138.74011537017762,20.71428798138497
383,0,SecondPhase,128,15.679999999999998,341.625,815.921875,809,336,824,348,40.62741699796952,12.766152972845846
384,0,SecondPhase,1058,129.605,303.7495274102079,832.6370510396976,811,272,851,349,333.49242404917493,36.70268979693181
385,0,SecondPhase,143,17.5175,779.9580419580419,823.9230769230769,812,773,834,786,57.94112549695427,13.493452297211721
386,0,SecondPhase,309,37.85249999999999,124.07443365695792,824.0258899676376,814,112,837,147,106.08326112068522,19.83509564693766
387,0,SecondPhase,35,4.2875,168.25714285714287,818.5714285714286,816,165,823,172,19.899494936611664,6.6755811781245455
388,0,SecondPhase,136,16.659999999999997,196.4485294117647,822.8676470588235,817,185,832,208,60.49137802864844,13.159049284959082
389,0,SecondPhase,52,6.369999999999999,181.73076923076923,824.0961538461538,819,175,831,189,27.79898987322333,8.136857890256438
390,0,SecondPhase,19,2.3274999999999997,990.421052631579,822.8421052631579,821,988,826,994,13.899494936611665,4.918490759365935
391,0,SecondPhase,342,41.894999999999996,574.078947368421,837.7309941520468,824,565,850,585,74.18376618407356,20.867389014906145
392,0,SecondPhase,37,4.5325,741.1351351351351,833.1351351351351,827,737,840,746,28.384776310850235,6.863662517577698
393,0,SecondPhase,267,32.707499999999996,42.19475655430712,846.9588014981273,838,27,856,56,105.88225099390857,18.437867513470433
394,0,SecondPhase,344,42.13999999999999,109.51162790697674,868.2529069767442,840,99,885,118,116.29036790187178,20.928315827817965
395,0,SecondPhase,667,81.7075,892.7076461769116,851.6656671664168,840,873,877,926,205.1959594928933,29.14190756176324
396,0,SecondPhase,23,2.8174999999999994,449.1304347826087,844.6086956521739,841,447,849,452,17.27817459305202,5.4115163798060095
397,0,SecondPhase,53,6.492499999999999,11.622641509433961,849.1320754716982,844,9,855,15,25.899494936611667,8.214724333230155
398,0,SecondPhase,49,6.0024999999999995,830.2244897959183,848.0408163265306,845,827,853,835,23.899494936611664,7.898654169668588
399,0,SecondPhase,397,48.63249999999999,316.3727959697733,858.9748110831234,847,294,873,345,137.12489168102783,22.48279562821002
400,0,SecondPhase,49,6.0024999999999995,997.6122448979592,852.5918367346939,847,994,858,1001,28.48528137423857,7.898654169668588
401,0,SecondPhase,73,8.942499999999999,443.4657534246575,857.2054794520548,849,439,864,448,37.55634918610404,9.640875829802336
402,0,SecondPhase,250,30.624999999999996,400.904,859.14,853,389,868,416,87.59797974644667,17.841241161527712
403,0,SecondPhase,48,5.879999999999999,261.0208333333333,858.0833333333334,854,257,863,266,24.970562748477143,7.817640190446719
404,0,SecondPhase,979,119.92749999999998,337.93973442288046,873.514811031665,857,296,893,387,299.1787155501902,35.30582833323309
405,0,SecondPhase,53,6.492499999999999,182.0188679245283,865.1698113207547,860,179,871,186,26.14213562373095,8.214724333230155
406,0,SecondPhase,173,21.192499999999995,243.28323699421966,868.7514450867052,862,236,877,251,46.62741699796952,14.841510746523857
407,0,SecondPhase,431,52.79749999999999,434.56844547563804,879.7587006960557,862,417,905,447,143.98885271170678,23.42576026046658
408,0,SecondPhase,54,6.614999999999999,1005.1296296296297,870.7222222222222,864,1003,879,1009,34.970562748477136,8.291859587312052
409,0,SecondPhase,495,60.63749999999999,534.880808080808,902.4323232323233,871,505,934,572,211.4213562373095,25.104851615652017
410,0,SecondPhase,222,27.194999999999997,493.6666666666667,879.5405405405405,872,480,888,509,79.11269837220809,16.812470934731934
411,0,SecondPhase,107,13.107499999999998,416.39252336448595,882.5981308411215,873,411,892,422,46.04163056034261,11.67204486311899
412,0,SecondPhase,10,1.2249999999999999,679.5,877.0,875,679,880,681,10.0,3.5682482323055424
413,0,SecondPhase,68,8.329999999999998,172.38235294117646,879.1911764705883,876,165,884,180,35.55634918610404,9.304852983362556
414,0,SecondPhase,138,16.904999999999998,855.927536231884,885.5072463768116,876,847,898,865,59.59797974644666,13.255453865237978
415,0,SecondPhase,65,7.962499999999999,5.446153846153846,885.2923076923076,879,0,891,15,41.21320343559643,9.09728368293446
416,0,SecondPhase,4,0.48999999999999994,794.0,879.25,879,793,881,796,4.621320343559642,2.256758334191025
417,0,SecondPhase,180,22.049999999999997,998.7166666666667,901.1222222222223,882,993,920,1010,90.80508652763321,15.138795132120961
418,0,SecondPhase,52,6.369999999999999,126.82692307692308,885.9423076923077,883,122,890,134,28.384776310850235,8.136857890256438
419,0,SecondPhase,15,1.8374999999999997,348.6,885.4,884,347,888,351,11.414213562373096,4.370193722368317
420,0,SecondPhase,94,11.514999999999999,90.41489361702128,894.8191489361702,888,84,901,95,36.97056274847714,10.940041919714261
421,0,SecondPhase,185,22.662499999999998,73.22162162162162,897.7675675675675,889,67,908,81,56.04163056034261,15.347615963921077
422,0,SecondPhase,63,7.717499999999999,143.44444444444446,893.936507936508,889,139,900,149,30.970562748477143,8.95623198216277
423,0,SecondPhase,12,1.4699999999999998,156.25,891.75,890,155,895,158,10.207106781186548,3.9088200952233594
424,0,SecondPhase,1027,125.80749999999999,464.7585199610516,920.3534566699124,890,444,954,491,282.492424049175,36.16098743733379
425,0,SecondPhase,20,2.4499999999999997,292.0,897.75,895,290,902,295,16.692388155425117,5.046265044040321
426,0,SecondPhase,662,81.09499999999998,28.045317220543808,920.4577039274925,899,10,951,48,188.61017305526644,29.03247455203703
427,0,SecondPhase,78,9.554999999999998,168.85897435897436,906.3333333333334,902,163,912,176,33.798989873223334,9.965574970333758
428,0,SecondPhase,5,0.6124999999999999,835.6,906.8,906,835,909,837,5.207106781186548,2.5231325220201604
429,0,SecondPhase,63,7.717499999999999,285.6190476190476,916.5396825396825,909,282,925,290,37.55634918610404,8.95623198216277
430,0,SecondPhase,20,2.4499999999999997,837.05,913.8,910,835,918,840,15.899494936611665,5.046265044040321
431,0,SecondPhase,24,2.9399999999999995,1012.3333333333334,915.9583333333334,912,1009,921,1017,13.313708498984763,5.527906391541368
432,0,SecondPhase,73,8.942499999999999,169.54794520547946,926.6438356164383,918,165,934,175,38.62741699796952,9.640875829802336
433,0,SecondPhase,287,35.1575,648.3623693379791,937.6620209059233,920,632,951,671,107.22539674441617,19.115955360352558
434,0,SecondPhase,98,12.004999999999999,181.72448979591837,931.9285714285714,925,178,942,188,41.21320343559643,11.170383851240114
435,0,SecondPhase,1165,142.71249999999998,972.9287553648069,941.8575107296138,926,924,968,1024,334.14318164425754,38.51394643004615
436,0,SecondPhase,10,1.2249999999999999,1017.4,928.4,926,1016,931,1020,9.035533905932738,3.5682482323055424
437,0,SecondPhase,8,0.9799999999999999,825.375,929.75,929,824,932,828,7.035533905932738,3.1915382432114616
438,0,SecondPhase,77,9.4325,268.42857142857144,940.0,934,262,946,274,33.21320343559643,9.901487006738307
439,0,SecondPhase,53,6.492499999999999,165.64150943396226,939.433962264151,935,162,944,170,24.72792206135785,8.214724333230155
440,0,SecondPhase,279,34.177499999999995,245.25089605734766,954.5304659498208,941,234,979,260,114.63351365237939,18.847647942942654
441,0,SecondPhase,204,24.99,835.8480392156863,949.3872549019608,942,828,958,845,50.87005768508881,16.11647812414279
442,0,SecondPhase,78,9.554999999999998,909.2820512820513,947.5769230769231,945,902,952,917,35.31370849898476,9.965574970333758
443,0,SecondPhase,311,38.0975,995.2572347266881,971.1704180064309,949,988,994,1003,107.25483399593904,19.899183360445615
444,0,SecondPhase,552,67.61999999999999,138.9855072463768,964.1884057971015,951,103,983,171,170.61017305526642,26.510907730475957
445,0,SecondPhase,653,79.99249999999999,896.2388973966309,963.1087289433384,951,870,979,926,206.89444430272832,28.834448541840736
446,0,SecondPhase,604,73.99,514.2549668874173,966.4983443708609,952,498,981,534,146.50966799187808,27.73151068766428
447,0,SecondPhase,690,84.52499999999999,474.7072463768116,986.4840579710145,956,461,1024,492,234.095454429505,29.640095915284455
448,0,SecondPhase,1331,163.04749999999999,620.3951915852742,992.465063861758,958,548,1024,666,457.0376259469858,41.16651350360511
449,0,SecondPhase,318,38.955,5.484276729559748,972.7295597484276,959,0,995,16,102.90559159102153,20.12188299403865
450,0,SecondPhase,45,5.512499999999999,1012.6666666666666,969.3555555555556,964,1009,976,1019,23.31370849898476,7.569397566060481
451,0,SecondPhase,281,34.42249999999999,496.38078291814946,979.1779359430604,969,482,990,519,98.42640687119285,18.91508160359296
452,0,SecondPhase,27,3.3074999999999997,373.77777777777777,973.0,971,371,976,378,17.65685424949238,5.863230142835039
453,0,SecondPhase,153,18.742499999999996,398.4117647058824,977.9934640522875,971,389,988,410,59.35533905932738,13.957279475043833
454,0,SecondPhase,9,1.1024999999999998,868.1111111111111,972.3333333333334,971,867,975,870,8.242640687119284,3.385137501286538
455,0,SecondPhase,64,7.839999999999999,418.921875,977.359375,973,412,982,425,33.55634918610404,9.0270333367641
456,0,SecondPhase,18,2.2049999999999996,431.8333333333333,974.5,973,429,977,436,15.071067811865476,4.787307364817192
457,0,SecondPhase,762,93.34499999999998,451.87270341207346,997.4081364829397,973,437,1024,475,285.30865786510134,31.14817062185505
