% MTEX ODF
% crystal symmetry: "m-3m"
% specimen symmetry: "1"
% phi1    Phi     phi2    value
45.00000 80.00000 40.00000 1.37474
50.00000 80.00000 40.00000 1.10190
55.00000 80.00000 40.00000 0.91446
60.00000 80.00000 40.00000 0.72988
65.00000 80.00000 40.00000 0.60732
70.00000 80.00000 40.00000 0.53961
75.00000 80.00000 40.00000 0.51568
80.00000 80.00000 40.00000 0.51799
85.00000 80.00000 40.00000 0.53150
90.00000 80.00000 40.00000 0.55399
95.00000 80.00000 40.00000 0.58349
100.00000 80.00000 40.00000 0.64843
105.00000 80.00000 40.00000 0.76584
110.00000 80.00000 40.00000 0.91630
115.00000 80.00000 40.00000 1.09550
120.00000 80.00000 40.00000 1.29800
125.00000 80.00000 40.00000 1.54084
130.00000 80.00000 40.00000 1.74740
135.00000 80.00000 40.00000 1.92280
140.00000 80.00000 40.00000 2.11566
145.00000 80.00000 40.00000 2.23916
150.00000 80.00000 40.00000 2.27049
155.00000 80.00000 40.00000 2.19504
160.00000 80.00000 40.00000 2.05165
165.00000 80.00000 40.00000 1.92790
170.00000 80.00000 40.00000 1.85461
175.00000 80.00000 40.00000 1.80102
180.00000 80.00000 40.00000 1.71078
185.00000 80.00000 40.00000 1.57905
190.00000 80.00000 40.00000 1.45154
195.00000 80.00000 40.00000 1.35308
200.00000 80.00000 40.00000 1.27475
205.00000 80.00000 40.00000 1.17744
210.00000 80.00000 40.00000 1.09029
215.00000 80.00000 40.00000 1.01310
220.00000 80.00000 40.00000 0.89770
225.00000 80.00000 40.00000 0.72780
230.00000 80.00000 40.00000 0.61094
235.00000 80.00000 40.00000 0.54728
240.00000 80.00000 40.00000 0.48918
245.00000 80.00000 40.00000 0.45293
250.00000 80.00000 40.00000 0.45632
255.00000 80.00000 40.00000 0.48039
260.00000 80.00000 40.00000 0.51695
265.00000 80.00000 40.00000 0.56627
270.00000 80.00000 40.00000 0.61577
275.00000 80.00000 40.00000 0.66547
280.00000 80.00000 40.00000 0.74761
285.00000 80.00000 40.00000 0.91227
290.00000 80.00000 40.00000 1.14916
295.00000 80.00000 40.00000 1.42834
300.00000 80.00000 40.00000 1.83498
305.00000 80.00000 40.00000 2.27371
310.00000 80.00000 40.00000 2.54666
315.00000 80.00000 40.00000 3.01467
320.00000 80.00000 40.00000 3.49319
325.00000 80.00000 40.00000 3.61343
330.00000 80.00000 40.00000 3.49026
335.00000 80.00000 40.00000 3.26627
340.00000 80.00000 40.00000 3.00347
345.00000 80.00000 40.00000 2.74817
350.00000 80.00000 40.00000 2.56529
355.00000 80.00000 40.00000 2.46754
0.00000 85.00000 40.00000 3.79650
5.00000 85.00000 40.00000 3.75002
10.00000 85.00000 40.00000 3.77947
15.00000 85.00000 40.00000 3.96873
20.00000 85.00000 40.00000 4.21548
25.00000 85.00000 40.00000 4.33584
30.00000 85.00000 40.00000 4.25104
35.00000 85.00000 40.00000 3.88182
40.00000 85.00000 40.00000 3.14678
45.00000 85.00000 40.00000 2.40779
50.00000 85.00000 40.00000 1.86006
55.00000 85.00000 40.00000 1.41659
60.00000 85.00000 40.00000 1.04642
65.00000 85.00000 40.00000 0.81667
70.00000 85.00000 40.00000 0.70404
75.00000 85.00000 40.00000 0.68080
80.00000 85.00000 40.00000 0.70828
85.00000 85.00000 40.00000 0.74321
90.00000 85.00000 40.00000 0.76325
95.00000 85.00000 40.00000 0.77320
100.00000 85.00000 40.00000 0.80678
105.00000 85.00000 40.00000 0.88472
110.00000 85.00000 40.00000 1.01058
115.00000 85.00000 40.00000 1.20441
120.00000 85.00000 40.00000 1.49669
125.00000 85.00000 40.00000 1.92468
130.00000 85.00000 40.00000 2.32007
135.00000 85.00000 40.00000 2.67690
140.00000 85.00000 40.00000 3.21304
145.00000 85.00000 40.00000 3.62012
150.00000 85.00000 40.00000 3.79464
155.00000 85.00000 40.00000 3.74341
160.00000 85.00000 40.00000 3.55482
165.00000 85.00000 40.00000 3.37954
170.00000 85.00000 40.00000 3.27902
175.00000 85.00000 40.00000 3.20192
180.00000 85.00000 40.00000 3.07943
185.00000 85.00000 40.00000 2.90250
190.00000 85.00000 40.00000 2.73152
195.00000 85.00000 40.00000 2.61495
200.00000 85.00000 40.00000 2.50860
205.00000 85.00000 40.00000 2.35698
210.00000 85.00000 40.00000 2.19253
215.00000 85.00000 40.00000 2.03963
220.00000 85.00000 40.00000 1.81146
225.00000 85.00000 40.00000 1.46934
230.00000 85.00000 40.00000 1.16806
235.00000 85.00000 40.00000 0.94156
240.00000 85.00000 40.00000 0.76717
245.00000 85.00000 40.00000 0.66008
250.00000 85.00000 40.00000 0.62770
255.00000 85.00000 40.00000 0.65176
260.00000 85.00000 40.00000 0.70717
265.00000 85.00000 40.00000 0.76701
270.00000 85.00000 40.00000 0.80882
275.00000 85.00000 40.00000 0.83352
280.00000 85.00000 40.00000 0.87338
285.00000 85.00000 40.00000 0.95868
290.00000 85.00000 40.00000 1.08896
295.00000 85.00000 40.00000 1.27921
300.00000 85.00000 40.00000 1.62222
305.00000 85.00000 40.00000 2.09316
310.00000 85.00000 40.00000 2.53915
315.00000 85.00000 40.00000 3.12639
320.00000 85.00000 40.00000 3.76393
325.00000 85.00000 40.00000 4.13811
330.00000 85.00000 40.00000 4.27619
335.00000 85.00000 40.00000 4.27799
340.00000 85.00000 40.00000 4.15567
345.00000 85.00000 40.00000 3.98020
350.00000 85.00000 40.00000 3.86251
355.00000 85.00000 40.00000 3.82658
0.00000 90.00000 40.00000 4.25084
5.00000 90.00000 40.00000 4.29219
10.00000 90.00000 40.00000 4.40796
15.00000 90.00000 40.00000 4.65430
20.00000 90.00000 40.00000 4.91065
25.00000 90.00000 40.00000 5.00871
30.00000 90.00000 40.00000 4.87690
35.00000 90.00000 40.00000 4.49638
40.00000 90.00000 40.00000 3.86830
45.00000 90.00000 40.00000 3.10719
50.00000 90.00000 40.00000 2.39708
55.00000 90.00000 40.00000 1.79639
60.00000 90.00000 40.00000 1.30333
65.00000 90.00000 40.00000 0.99193
70.00000 90.00000 40.00000 0.84854
75.00000 90.00000 40.00000 0.82343
80.00000 90.00000 40.00000 0.85575
85.00000 90.00000 40.00000 0.88728
90.00000 90.00000 40.00000 0.88886
95.00000 90.00000 40.00000 0.87071
100.00000 90.00000 40.00000 0.87026
105.00000 90.00000 40.00000 0.90796
110.00000 90.00000 40.00000 0.99323
115.00000 90.00000 40.00000 1.16439
120.00000 90.00000 40.00000 1.48740
125.00000 90.00000 40.00000 1.98982
130.00000 90.00000 40.00000 2.50506
135.00000 90.00000 40.00000 3.05426
140.00000 90.00000 40.00000 3.81282
145.00000 90.00000 40.00000 4.30039
150.00000 90.00000 40.00000 4.47161
155.00000 90.00000 40.00000 4.45776
160.00000 90.00000 40.00000 4.32749
165.00000 90.00000 40.00000 4.19227
170.00000 90.00000 40.00000 4.11818
175.00000 90.00000 40.00000 4.06795
180.00000 90.00000 40.00000 3.98405
185.00000 90.00000 40.00000 3.87447
190.00000 90.00000 40.00000 3.81428
195.00000 90.00000 40.00000 3.84056
200.00000 90.00000 40.00000 3.86557
205.00000 90.00000 40.00000 3.80494
210.00000 90.00000 40.00000 3.66079
215.00000 90.00000 40.00000 3.42576
220.00000 90.00000 40.00000 3.02608
225.00000 90.00000 40.00000 2.45878
230.00000 90.00000 40.00000 1.93731
235.00000 90.00000 40.00000 1.52170
240.00000 90.00000 40.00000 1.17777
245.00000 90.00000 40.00000 0.95258
250.00000 90.00000 40.00000 0.84335
255.00000 90.00000 40.00000 0.82757
260.00000 90.00000 40.00000 0.85884
265.00000 90.00000 40.00000 0.88995
270.00000 90.00000 40.00000 0.89635
275.00000 90.00000 40.00000 0.88298
280.00000 90.00000 40.00000 0.87567
285.00000 90.00000 40.00000 0.88407
290.00000 90.00000 40.00000 0.91422
295.00000 90.00000 40.00000 1.00377
300.00000 90.00000 40.00000 1.20947
305.00000 90.00000 40.00000 1.54207
310.00000 90.00000 40.00000 1.91992
315.00000 90.00000 40.00000 2.35680
320.00000 90.00000 40.00000 2.89236
325.00000 90.00000 40.00000 3.37171
330.00000 90.00000 40.00000 3.71558
335.00000 90.00000 40.00000 3.91934
340.00000 90.00000 40.00000 3.99523
345.00000 90.00000 40.00000 4.02071
350.00000 90.00000 40.00000 4.08842
355.00000 90.00000 40.00000 4.18662
0.00000 0.00000 45.00000 0.57547
5.00000 0.00000 45.00000 0.54641
10.00000 0.00000 45.00000 0.47081
15.00000 0.00000 45.00000 0.41292
20.00000 0.00000 45.00000 0.39105
25.00000 0.00000 45.00000 0.38546
30.00000 0.00000 45.00000 0.38361
35.00000 0.00000 45.00000 0.38832
40.00000 0.00000 45.00000 0.39978
45.00000 0.00000 45.00000 0.40177
50.00000 0.00000 45.00000 0.38220
55.00000 0.00000 45.00000 0.35700
60.00000 0.00000 45.00000 0.35101
65.00000 0.00000 45.00000 0.37178
70.00000 0.00000 45.00000 0.40854
75.00000 0.00000 45.00000 0.44692
80.00000 0.00000 45.00000 0.49143
85.00000 0.00000 45.00000 0.54557
90.00000 0.00000 45.00000 0.57547
95.00000 0.00000 45.00000 0.54641
100.00000 0.00000 45.00000 0.47081
105.00000 0.00000 45.00000 0.41292
110.00000 0.00000 45.00000 0.39105
115.00000 0.00000 45.00000 0.38546
120.00000 0.00000 45.00000 0.38361
125.00000 0.00000 45.00000 0.38832
130.00000 0.00000 45.00000 0.39978
135.00000 0.00000 45.00000 0.40177
140.00000 0.00000 45.00000 0.38220
145.00000 0.00000 45.00000 0.35700
150.00000 0.00000 45.00000 0.35101
155.00000 0.00000 45.00000 0.37178
160.00000 0.00000 45.00000 0.40854
165.00000 0.00000 45.00000 0.44692
170.00000 0.00000 45.00000 0.49143
175.00000 0.00000 45.00000 0.54557
180.00000 0.00000 45.00000 0.57547
185.00000 0.00000 45.00000 0.54641
190.00000 0.00000 45.00000 0.47081
195.00000 0.00000 45.00000 0.41292
200.00000 0.00000 45.00000 0.39105
205.00000 0.00000 45.00000 0.38546
210.00000 0.00000 45.00000 0.38361
215.00000 0.00000 45.00000 0.38832
220.00000 0.00000 45.00000 0.39978
225.00000 0.00000 45.00000 0.40177
230.00000 0.00000 45.00000 0.38220
235.00000 0.00000 45.00000 0.35700
240.00000 0.00000 45.00000 0.35101
245.00000 0.00000 45.00000 0.37178
250.00000 0.00000 45.00000 0.40854
255.00000 0.00000 45.00000 0.44692
260.00000 0.00000 45.00000 0.49143
265.00000 0.00000 45.00000 0.54557
270.00000 0.00000 45.00000 0.57547
275.00000 0.00000 45.00000 0.54641
280.00000 0.00000 45.00000 0.47081
285.00000 0.00000 45.00000 0.41292
290.00000 0.00000 45.00000 0.39105
295.00000 0.00000 45.00000 0.38546
300.00000 0.00000 45.00000 0.38361
305.00000 0.00000 45.00000 0.38832
310.00000 0.00000 45.00000 0.39978
315.00000 0.00000 45.00000 0.40177
320.00000 0.00000 45.00000 0.38220
325.00000 0.00000 45.00000 0.35700
330.00000 0.00000 45.00000 0.35101
335.00000 0.00000 45.00000 0.37178
340.00000 0.00000 45.00000 0.40854
345.00000 0.00000 45.00000 0.44692
350.00000 0.00000 45.00000 0.49143
355.00000 0.00000 45.00000 0.54557
0.00000 5.00000 45.00000 0.73909
5.00000 5.00000 45.00000 0.69275
10.00000 5.00000 45.00000 0.59521
15.00000 5.00000 45.00000 0.52795
20.00000 5.00000 45.00000 0.50674
25.00000 5.00000 45.00000 0.50483
30.00000 5.00000 45.00000 0.50261
35.00000 5.00000 45.00000 0.50038
40.00000 5.00000 45.00000 0.49861
45.00000 5.00000 45.00000 0.48118
50.00000 5.00000 45.00000 0.43963
55.00000 5.00000 45.00000 0.39472
60.00000 5.00000 45.00000 0.37292
65.00000 5.00000 45.00000 0.37951
70.00000 5.00000 45.00000 0.40243
75.00000 5.00000 45.00000 0.42932
80.00000 5.00000 45.00000 0.46449
85.00000 5.00000 45.00000 0.51118
90.00000 5.00000 45.00000 0.53625
95.00000 5.00000 45.00000 0.50478
100.00000 5.00000 45.00000 0.43723
105.00000 5.00000 45.00000 0.38702
110.00000 5.00000 45.00000 0.36624
115.00000 5.00000 45.00000 0.35921
120.00000 5.00000 45.00000 0.35641
125.00000 5.00000 45.00000 0.36009
130.00000 5.00000 45.00000 0.37130
135.00000 5.00000 45.00000 0.37889
140.00000 5.00000 45.00000 0.37196
145.00000 5.00000 45.00000 0.35908
150.00000 5.00000 45.00000 0.35957
155.00000 5.00000 45.00000 0.38233
160.00000 5.00000 45.00000 0.42141
165.00000 5.00000 45.00000 0.46639
170.00000 5.00000 45.00000 0.51846
175.00000 5.00000 45.00000 0.56208
180.00000 5.00000 45.00000 0.57394
185.00000 5.00000 45.00000 0.56716
190.00000 5.00000 45.00000 0.50315
195.00000 5.00000 45.00000 0.43611
200.00000 5.00000 45.00000 0.40347
205.00000 5.00000 45.00000 0.38838
210.00000 5.00000 45.00000 0.37876
215.00000 5.00000 45.00000 0.37825
220.00000 5.00000 45.00000 0.38787
225.00000 5.00000 45.00000 0.39147
230.00000 5.00000 45.00000 0.37425
235.00000 5.00000 45.00000 0.34826
240.00000 5.00000 45.00000 0.33733
245.00000 5.00000 45.00000 0.35041
250.00000 5.00000 45.00000 0.37939
255.00000 5.00000 45.00000 0.41189
260.00000 5.00000 45.00000 0.44940
265.00000 5.00000 45.00000 0.49136
270.00000 5.00000 45.00000 0.51342
275.00000 5.00000 45.00000 0.49542
280.00000 5.00000 45.00000 0.43881
285.00000 5.00000 45.00000 0.39520
290.00000 5.00000 45.00000 0.38383
295.00000 5.00000 45.00000 0.39081
300.00000 5.00000 45.00000 0.40710
305.00000 5.00000 45.00000 0.43567
310.00000 5.00000 45.00000 0.47416
315.00000 5.00000 45.00000 0.49778
320.00000 5.00000 45.00000 0.48545
325.00000 5.00000 45.00000 0.45775
330.00000 5.00000 45.00000 0.45256
335.00000 5.00000 45.00000 0.48126
340.00000 5.00000 45.00000 0.52767
345.00000 5.00000 45.00000 0.57432
350.00000 5.00000 45.00000 0.63013
355.00000 5.00000 45.00000 0.70115
0.00000 10.00000 45.00000 1.14225
5.00000 10.00000 45.00000 1.08018
10.00000 10.00000 45.00000 0.93828
15.00000 10.00000 45.00000 0.82645
20.00000 10.00000 45.00000 0.77571
25.00000 10.00000 45.00000 0.74728
30.00000 10.00000 45.00000 0.71168
35.00000 10.00000 45.00000 0.67016
40.00000 10.00000 45.00000 0.63045
45.00000 10.00000 45.00000 0.57984
50.00000 10.00000 45.00000 0.50771
55.00000 10.00000 45.00000 0.43325
60.00000 10.00000 45.00000 0.38482
65.00000 10.00000 45.00000 0.36771
70.00000 10.00000 45.00000 0.36977
75.00000 10.00000 45.00000 0.38035
80.00000 10.00000 45.00000 0.40026
85.00000 10.00000 45.00000 0.42968
90.00000 10.00000 45.00000 0.44536
95.00000 10.00000 45.00000 0.42155
100.00000 10.00000 45.00000 0.37663
105.00000 10.00000 45.00000 0.34483
110.00000 10.00000 45.00000 0.33280
115.00000 10.00000 45.00000 0.33301
120.00000 10.00000 45.00000 0.34235
125.00000 10.00000 45.00000 0.36412
130.00000 10.00000 45.00000 0.39901
135.00000 10.00000 45.00000 0.43431
140.00000 10.00000 45.00000 0.45347
145.00000 10.00000 45.00000 0.46096
150.00000 10.00000 45.00000 0.47882
155.00000 10.00000 45.00000 0.51885
160.00000 10.00000 45.00000 0.57645
165.00000 10.00000 45.00000 0.64608
170.00000 10.00000 45.00000 0.73413
175.00000 10.00000 45.00000 0.82256
180.00000 10.00000 45.00000 0.86339
185.00000 10.00000 45.00000 0.83817
190.00000 10.00000 45.00000 0.72731
195.00000 10.00000 45.00000 0.61790
200.00000 10.00000 45.00000 0.55634
205.00000 10.00000 45.00000 0.51982
210.00000 10.00000 45.00000 0.49159
215.00000 10.00000 45.00000 0.47597
220.00000 10.00000 45.00000 0.47248
225.00000 10.00000 45.00000 0.45947
230.00000 10.00000 45.00000 0.42005
235.00000 10.00000 45.00000 0.37068
240.00000 10.00000 45.00000 0.33917
245.00000 10.00000 45.00000 0.33334
250.00000 10.00000 45.00000 0.34486
255.00000 10.00000 45.00000 0.36389
260.00000 10.00000 45.00000 0.38855
265.00000 10.00000 45.00000 0.41259
270.00000 10.00000 45.00000 0.42045
275.00000 10.00000 45.00000 0.41264
280.00000 10.00000 45.00000 0.38329
285.00000 10.00000 45.00000 0.35969
290.00000 10.00000 45.00000 0.35927
295.00000 10.00000 45.00000 0.37760
300.00000 10.00000 45.00000 0.41307
305.00000 10.00000 45.00000 0.47114
310.00000 10.00000 45.00000 0.54946
315.00000 10.00000 45.00000 0.61860
320.00000 10.00000 45.00000 0.64607
325.00000 10.00000 45.00000 0.64715
330.00000 10.00000 45.00000 0.66844
335.00000 10.00000 45.00000 0.72933
340.00000 10.00000 45.00000 0.81329
345.00000 10.00000 45.00000 0.90302
350.00000 10.00000 45.00000 1.00905
355.00000 10.00000 45.00000 1.11108
0.00000 15.00000 45.00000 1.79920
5.00000 15.00000 45.00000 1.72984
10.00000 15.00000 45.00000 1.51694
15.00000 15.00000 45.00000 1.30012
20.00000 15.00000 45.00000 1.14887
25.00000 15.00000 45.00000 1.02408
30.00000 15.00000 45.00000 0.90062
35.00000 15.00000 45.00000 0.78795
40.00000 15.00000 45.00000 0.69897
45.00000 15.00000 45.00000 0.61817
50.00000 15.00000 45.00000 0.52539
55.00000 15.00000 45.00000 0.43360
60.00000 15.00000 45.00000 0.37091
65.00000 15.00000 45.00000 0.34196
70.00000 15.00000 45.00000 0.33364
75.00000 15.00000 45.00000 0.33542
80.00000 15.00000 45.00000 0.34476
85.00000 15.00000 45.00000 0.36015
90.00000 15.00000 45.00000 0.36831
95.00000 15.00000 45.00000 0.35490
100.00000 15.00000 45.00000 0.33061
105.00000 15.00000 45.00000 0.31450
110.00000 15.00000 45.00000 0.31068
115.00000 15.00000 45.00000 0.31776
120.00000 15.00000 45.00000 0.33901
125.00000 15.00000 45.00000 0.38314
130.00000 15.00000 45.00000 0.45345
135.00000 15.00000 45.00000 0.53197
140.00000 15.00000 45.00000 0.59138
145.00000 15.00000 45.00000 0.63539
150.00000 15.00000 45.00000 0.69599
155.00000 15.00000 45.00000 0.78682
160.00000 15.00000 45.00000 0.89578
165.00000 15.00000 45.00000 1.01898
170.00000 15.00000 45.00000 1.17545
175.00000 15.00000 45.00000 1.35861
180.00000 15.00000 45.00000 1.47007
185.00000 15.00000 45.00000 1.40037
190.00000 15.00000 45.00000 1.19253
195.00000 15.00000 45.00000 0.99942
200.00000 15.00000 45.00000 0.87213
205.00000 15.00000 45.00000 0.77956
210.00000 15.00000 45.00000 0.70336
215.00000 15.00000 45.00000 0.64928
220.00000 15.00000 45.00000 0.61266
225.00000 15.00000 45.00000 0.56307
230.00000 15.00000 45.00000 0.48359
235.00000 15.00000 45.00000 0.40015
240.00000 15.00000 45.00000 0.34555
245.00000 15.00000 45.00000 0.32321
250.00000 15.00000 45.00000 0.32070
255.00000 15.00000 45.00000 0.32805
260.00000 15.00000 45.00000 0.34118
265.00000 15.00000 45.00000 0.35379
270.00000 15.00000 45.00000 0.35579
275.00000 15.00000 45.00000 0.35127
280.00000 15.00000 45.00000 0.33737
285.00000 15.00000 45.00000 0.32732
290.00000 15.00000 45.00000 0.33166
295.00000 15.00000 45.00000 0.35078
300.00000 15.00000 45.00000 0.38888
305.00000 15.00000 45.00000 0.45628
310.00000 15.00000 45.00000 0.55549
315.00000 15.00000 45.00000 0.66301
320.00000 15.00000 45.00000 0.74772
325.00000 15.00000 45.00000 0.81519
330.00000 15.00000 45.00000 0.90358
335.00000 15.00000 45.00000 1.03688
340.00000 15.00000 45.00000 1.21123
345.00000 15.00000 45.00000 1.41322
350.00000 15.00000 45.00000 1.63825
355.00000 15.00000 45.00000 1.79310
0.00000 20.00000 45.00000 2.78563
5.00000 20.00000 45.00000 2.63517
10.00000 20.00000 45.00000 2.25993
15.00000 20.00000 45.00000 1.85405
20.00000 20.00000 45.00000 1.50612
25.00000 20.00000 45.00000 1.20815
30.00000 20.00000 45.00000 0.96532
35.00000 20.00000 45.00000 0.78477
40.00000 20.00000 45.00000 0.66174
45.00000 20.00000 45.00000 0.56823
50.00000 20.00000 45.00000 0.47661
55.00000 20.00000 45.00000 0.39300
60.00000 20.00000 45.00000 0.33809
65.00000 20.00000 45.00000 0.31298
70.00000 20.00000 45.00000 0.30516
75.00000 20.00000 45.00000 0.30481
80.00000 20.00000 45.00000 0.30837
85.00000 20.00000 45.00000 0.31496
90.00000 20.00000 45.00000 0.31871
95.00000 20.00000 45.00000 0.31255
100.00000 20.00000 45.00000 0.30235
105.00000 20.00000 45.00000 0.29746
110.00000 20.00000 45.00000 0.29960
115.00000 20.00000 45.00000 0.30980
120.00000 20.00000 45.00000 0.33549
125.00000 20.00000 45.00000 0.39144
130.00000 20.00000 45.00000 0.48702
135.00000 20.00000 45.00000 0.60348
140.00000 20.00000 45.00000 0.70658
145.00000 20.00000 45.00000 0.80020
150.00000 20.00000 45.00000 0.92768
155.00000 20.00000 45.00000 1.11111
160.00000 20.00000 45.00000 1.33088
165.00000 20.00000 45.00000 1.56713
170.00000 20.00000 45.00000 1.83663
175.00000 20.00000 45.00000 2.11970
180.00000 20.00000 45.00000 2.29086
185.00000 20.00000 45.00000 2.20280
190.00000 20.00000 45.00000 1.88994
195.00000 20.00000 45.00000 1.56813
200.00000 20.00000 45.00000 1.31495
205.00000 20.00000 45.00000 1.10605
210.00000 20.00000 45.00000 0.93506
215.00000 20.00000 45.00000 0.80915
220.00000 20.00000 45.00000 0.71705
225.00000 20.00000 45.00000 0.62402
230.00000 20.00000 45.00000 0.51207
235.00000 20.00000 45.00000 0.40891
240.00000 20.00000 45.00000 0.34391
245.00000 20.00000 45.00000 0.31454
250.00000 20.00000 45.00000 0.30549
255.00000 20.00000 45.00000 0.30554
260.00000 20.00000 45.00000 0.30974
265.00000 20.00000 45.00000 0.31563
270.00000 20.00000 45.00000 0.31788
275.00000 20.00000 45.00000 0.31365
280.00000 20.00000 45.00000 0.30628
285.00000 20.00000 45.00000 0.30381
290.00000 20.00000 45.00000 0.30887
295.00000 20.00000 45.00000 0.32189
300.00000 20.00000 45.00000 0.34907
305.00000 20.00000 45.00000 0.40296
310.00000 20.00000 45.00000 0.49111
315.00000 20.00000 45.00000 0.60095
320.00000 20.00000 45.00000 0.71568
325.00000 20.00000 45.00000 0.84502
330.00000 20.00000 45.00000 1.01694
335.00000 20.00000 45.00000 1.25775
340.00000 20.00000 45.00000 1.58182
345.00000 20.00000 45.00000 1.97593
350.00000 20.00000 45.00000 2.40230
355.00000 20.00000 45.00000 2.71920
0.00000 25.00000 45.00000 3.66665
5.00000 25.00000 45.00000 3.42922
10.00000 25.00000 45.00000 2.88444
15.00000 25.00000 45.00000 2.27227
20.00000 25.00000 45.00000 1.70448
25.00000 25.00000 45.00000 1.23676
30.00000 25.00000 45.00000 0.90424
35.00000 25.00000 45.00000 0.69139
40.00000 25.00000 45.00000 0.56078
45.00000 25.00000 45.00000 0.47401
50.00000 25.00000 45.00000 0.40241
55.00000 25.00000 45.00000 0.34370
60.00000 25.00000 45.00000 0.30742
65.00000 25.00000 45.00000 0.29164
70.00000 25.00000 45.00000 0.28725
75.00000 25.00000 45.00000 0.28705
80.00000 25.00000 45.00000 0.28799
85.00000 25.00000 45.00000 0.29000
90.00000 25.00000 45.00000 0.29123
95.00000 25.00000 45.00000 0.28890
100.00000 25.00000 45.00000 0.28627
105.00000 25.00000 45.00000 0.28799
110.00000 25.00000 45.00000 0.29403
115.00000 25.00000 45.00000 0.30500
120.00000 25.00000 45.00000 0.32796
125.00000 25.00000 45.00000 0.37865
130.00000 25.00000 45.00000 0.47107
135.00000 25.00000 45.00000 0.59449
140.00000 25.00000 45.00000 0.72361
145.00000 25.00000 45.00000 0.86385
150.00000 25.00000 45.00000 1.05798
155.00000 25.00000 45.00000 1.34899
160.00000 25.00000 45.00000 1.73551
165.00000 25.00000 45.00000 2.17341
170.00000 25.00000 45.00000 2.63087
175.00000 25.00000 45.00000 3.00723
180.00000 25.00000 45.00000 3.18303
185.00000 25.00000 45.00000 3.10338
190.00000 25.00000 45.00000 2.69077
195.00000 25.00000 45.00000 2.19525
200.00000 25.00000 45.00000 1.75610
205.00000 25.00000 45.00000 1.37648
210.00000 25.00000 45.00000 1.07465
215.00000 25.00000 45.00000 0.85727
220.00000 25.00000 45.00000 0.70930
225.00000 25.00000 45.00000 0.59310
230.00000 25.00000 45.00000 0.48180
235.00000 25.00000 45.00000 0.38893
240.00000 25.00000 45.00000 0.33195
245.00000 25.00000 45.00000 0.30510
250.00000 25.00000 45.00000 0.29491
255.00000 25.00000 45.00000 0.29154
260.00000 25.00000 45.00000 0.29041
265.00000 25.00000 45.00000 0.29091
270.00000 25.00000 45.00000 0.29134
275.00000 25.00000 45.00000 0.28930
280.00000 25.00000 45.00000 0.28721
285.00000 25.00000 45.00000 0.28879
290.00000 25.00000 45.00000 0.29336
295.00000 25.00000 45.00000 0.30061
300.00000 25.00000 45.00000 0.31551
305.00000 25.00000 45.00000 0.34835
310.00000 25.00000 45.00000 0.40702
315.00000 25.00000 45.00000 0.48753
320.00000 25.00000 45.00000 0.58859
325.00000 25.00000 45.00000 0.73340
330.00000 25.00000 45.00000 0.95622
335.00000 25.00000 45.00000 1.29014
340.00000 25.00000 45.00000 1.76112
345.00000 25.00000 45.00000 2.34598
350.00000 25.00000 45.00000 2.96617
355.00000 25.00000 45.00000 3.47695
0.00000 30.00000 45.00000 3.64544
5.00000 30.00000 45.00000 3.44421
10.00000 30.00000 45.00000 2.89413
15.00000 30.00000 45.00000 2.22720
20.00000 30.00000 45.00000 1.59309
25.00000 30.00000 45.00000 1.08983
30.00000 30.00000 45.00000 0.75734
35.00000 30.00000 45.00000 0.56071
40.00000 30.00000 45.00000 0.44887
45.00000 30.00000 45.00000 0.38376
50.00000 30.00000 45.00000 0.33970
55.00000 30.00000 45.00000 0.30759
60.00000 30.00000 45.00000 0.28849
65.00000 30.00000 45.00000 0.28032
70.00000 30.00000 45.00000 0.27816
75.00000 30.00000 45.00000 0.27793
80.00000 30.00000 45.00000 0.27780
85.00000 30.00000 45.00000 0.27820
90.00000 30.00000 45.00000 0.27851
95.00000 30.00000 45.00000 0.27744
100.00000 30.00000 45.00000 0.27765
105.00000 30.00000 45.00000 0.28213
110.00000 30.00000 45.00000 0.29014
115.00000 30.00000 45.00000 0.30057
120.00000 30.00000 45.00000 0.31703
125.00000 30.00000 45.00000 0.35104
130.00000 30.00000 45.00000 0.41611
135.00000 30.00000 45.00000 0.51292
140.00000 30.00000 45.00000 0.63562
145.00000 30.00000 45.00000 0.79496
150.00000 30.00000 45.00000 1.02528
155.00000 30.00000 45.00000 1.38671
160.00000 30.00000 45.00000 1.91926
165.00000 30.00000 45.00000 2.57308
170.00000 30.00000 45.00000 3.24943
175.00000 30.00000 45.00000 3.70028
180.00000 30.00000 45.00000 3.74324
185.00000 30.00000 45.00000 3.65222
190.00000 30.00000 45.00000 3.21560
195.00000 30.00000 45.00000 2.57618
200.00000 30.00000 45.00000 1.97582
205.00000 30.00000 45.00000 1.45499
210.00000 30.00000 45.00000 1.05057
215.00000 30.00000 45.00000 0.77117
220.00000 30.00000 45.00000 0.60058
225.00000 30.00000 45.00000 0.49525
230.00000 30.00000 45.00000 0.41491
235.00000 30.00000 45.00000 0.35368
240.00000 30.00000 45.00000 0.31607
245.00000 30.00000 45.00000 0.29712
250.00000 30.00000 45.00000 0.28835
255.00000 30.00000 45.00000 0.28385
260.00000 30.00000 45.00000 0.28067
265.00000 30.00000 45.00000 0.27911
270.00000 30.00000 45.00000 0.27880
275.00000 30.00000 45.00000 0.27791
280.00000 30.00000 45.00000 0.27793
285.00000 30.00000 45.00000 0.28065
