% MTEX ODF
% crystal symmetry: "m-3m"
% specimen symmetry: "1"
% phi1    Phi     phi2    value
155.00000 50.00000 10.00000 0.81802
160.00000 50.00000 10.00000 0.77116
165.00000 50.00000 10.00000 0.74699
170.00000 50.00000 10.00000 0.72422
175.00000 50.00000 10.00000 0.69187
180.00000 50.00000 10.00000 0.66249
185.00000 50.00000 10.00000 0.66308
190.00000 50.00000 10.00000 0.70445
195.00000 50.00000 10.00000 0.77442
200.00000 50.00000 10.00000 0.90932
205.00000 50.00000 10.00000 1.17832
210.00000 50.00000 10.00000 1.53568
215.00000 50.00000 10.00000 1.92964
220.00000 50.00000 10.00000 2.48153
225.00000 50.00000 10.00000 3.01784
230.00000 50.00000 10.00000 3.07477
235.00000 50.00000 10.00000 2.95517
240.00000 50.00000 10.00000 2.87046
245.00000 50.00000 10.00000 2.84018
250.00000 50.00000 10.00000 2.81778
255.00000 50.00000 10.00000 2.84051
260.00000 50.00000 10.00000 2.88656
265.00000 50.00000 10.00000 2.93377
270.00000 50.00000 10.00000 2.99762
275.00000 50.00000 10.00000 3.17290
280.00000 50.00000 10.00000 3.46712
285.00000 50.00000 10.00000 3.80099
290.00000 50.00000 10.00000 4.07254
295.00000 50.00000 10.00000 4.18170
300.00000 50.00000 10.00000 3.98752
305.00000 50.00000 10.00000 3.43436
310.00000 50.00000 10.00000 2.70197
315.00000 50.00000 10.00000 2.29819
320.00000 50.00000 10.00000 1.91598
325.00000 50.00000 10.00000 1.48220
330.00000 50.00000 10.00000 1.17060
335.00000 50.00000 10.00000 0.96420
340.00000 50.00000 10.00000 0.84690
345.00000 50.00000 10.00000 0.76765
350.00000 50.00000 10.00000 0.71280
355.00000 50.00000 10.00000 0.66866
0.00000 55.00000 10.00000 0.50367
5.00000 55.00000 10.00000 0.45563
10.00000 55.00000 10.00000 0.41690
15.00000 55.00000 10.00000 0.39029
20.00000 55.00000 10.00000 0.38259
25.00000 55.00000 10.00000 0.39828
30.00000 55.00000 10.00000 0.43721
35.00000 55.00000 10.00000 0.49152
40.00000 55.00000 10.00000 0.57021
45.00000 55.00000 10.00000 0.68993
50.00000 55.00000 10.00000 0.81807
55.00000 55.00000 10.00000 0.92518
60.00000 55.00000 10.00000 1.04435
65.00000 55.00000 10.00000 1.18131
70.00000 55.00000 10.00000 1.32939
75.00000 55.00000 10.00000 1.49086
80.00000 55.00000 10.00000 1.66495
85.00000 55.00000 10.00000 1.83015
90.00000 55.00000 10.00000 1.97631
95.00000 55.00000 10.00000 2.12978
100.00000 55.00000 10.00000 2.32966
105.00000 55.00000 10.00000 2.60315
110.00000 55.00000 10.00000 2.91713
115.00000 55.00000 10.00000 3.15334
120.00000 55.00000 10.00000 3.24411
125.00000 55.00000 10.00000 3.04941
130.00000 55.00000 10.00000 2.44243
135.00000 55.00000 10.00000 2.06822
140.00000 55.00000 10.00000 1.77949
145.00000 55.00000 10.00000 1.34191
150.00000 55.00000 10.00000 1.03499
155.00000 55.00000 10.00000 0.86588
160.00000 55.00000 10.00000 0.75354
165.00000 55.00000 10.00000 0.66873
170.00000 55.00000 10.00000 0.60663
175.00000 55.00000 10.00000 0.55469
180.00000 55.00000 10.00000 0.50758
185.00000 55.00000 10.00000 0.47921
190.00000 55.00000 10.00000 0.47760
195.00000 55.00000 10.00000 0.50043
200.00000 55.00000 10.00000 0.55689
205.00000 55.00000 10.00000 0.67412
210.00000 55.00000 10.00000 0.86896
215.00000 55.00000 10.00000 1.12117
220.00000 55.00000 10.00000 1.40113
225.00000 55.00000 10.00000 1.62398
230.00000 55.00000 10.00000 1.66017
235.00000 55.00000 10.00000 1.62763
240.00000 55.00000 10.00000 1.63545
245.00000 55.00000 10.00000 1.67771
250.00000 55.00000 10.00000 1.72083
255.00000 55.00000 10.00000 1.78629
260.00000 55.00000 10.00000 1.88144
265.00000 55.00000 10.00000 1.99009
270.00000 55.00000 10.00000 2.11399
275.00000 55.00000 10.00000 2.30240
280.00000 55.00000 10.00000 2.58195
285.00000 55.00000 10.00000 2.94383
290.00000 55.00000 10.00000 3.32454
295.00000 55.00000 10.00000 3.58932
300.00000 55.00000 10.00000 3.65564
305.00000 55.00000 10.00000 3.48198
310.00000 55.00000 10.00000 3.04824
315.00000 55.00000 10.00000 2.56868
320.00000 55.00000 10.00000 2.07352
325.00000 55.00000 10.00000 1.59564
330.00000 55.00000 10.00000 1.24104
335.00000 55.00000 10.00000 1.00162
340.00000 55.00000 10.00000 0.83364
345.00000 55.00000 10.00000 0.71010
350.00000 55.00000 10.00000 0.62595
355.00000 55.00000 10.00000 0.56148
0.00000 60.00000 10.00000 0.43606
5.00000 60.00000 10.00000 0.37639
10.00000 60.00000 10.00000 0.33471
15.00000 60.00000 10.00000 0.31197
20.00000 60.00000 10.00000 0.30384
25.00000 60.00000 10.00000 0.30609
30.00000 60.00000 10.00000 0.31780
35.00000 60.00000 10.00000 0.34026
40.00000 60.00000 10.00000 0.37599
45.00000 60.00000 10.00000 0.42081
50.00000 60.00000 10.00000 0.46402
55.00000 60.00000 10.00000 0.51317
60.00000 60.00000 10.00000 0.58743
65.00000 60.00000 10.00000 0.68148
70.00000 60.00000 10.00000 0.77961
75.00000 60.00000 10.00000 0.89288
80.00000 60.00000 10.00000 1.04585
85.00000 60.00000 10.00000 1.23402
90.00000 60.00000 10.00000 1.42467
95.00000 60.00000 10.00000 1.61072
100.00000 60.00000 10.00000 1.84461
105.00000 60.00000 10.00000 2.18867
110.00000 60.00000 10.00000 2.60996
115.00000 60.00000 10.00000 2.97615
120.00000 60.00000 10.00000 3.22538
125.00000 60.00000 10.00000 3.25537
130.00000 60.00000 10.00000 2.88873
135.00000 60.00000 10.00000 2.49257
140.00000 60.00000 10.00000 2.04964
145.00000 60.00000 10.00000 1.52489
150.00000 60.00000 10.00000 1.14607
155.00000 60.00000 10.00000 0.90187
160.00000 60.00000 10.00000 0.71917
165.00000 60.00000 10.00000 0.58214
170.00000 60.00000 10.00000 0.49715
175.00000 60.00000 10.00000 0.44333
180.00000 60.00000 10.00000 0.39819
185.00000 60.00000 10.00000 0.36488
190.00000 60.00000 10.00000 0.35114
195.00000 60.00000 10.00000 0.35524
200.00000 60.00000 10.00000 0.37471
205.00000 60.00000 10.00000 0.41644
210.00000 60.00000 10.00000 0.49273
215.00000 60.00000 10.00000 0.60471
220.00000 60.00000 10.00000 0.72920
225.00000 60.00000 10.00000 0.81552
230.00000 60.00000 10.00000 0.83512
235.00000 60.00000 10.00000 0.83586
240.00000 60.00000 10.00000 0.86016
245.00000 60.00000 10.00000 0.89880
250.00000 60.00000 10.00000 0.94023
255.00000 60.00000 10.00000 1.00308
260.00000 60.00000 10.00000 1.10689
265.00000 60.00000 10.00000 1.24321
270.00000 60.00000 10.00000 1.39181
275.00000 60.00000 10.00000 1.55944
280.00000 60.00000 10.00000 1.78501
285.00000 60.00000 10.00000 2.11006
290.00000 60.00000 10.00000 2.49781
295.00000 60.00000 10.00000 2.81797
300.00000 60.00000 10.00000 2.99620
305.00000 60.00000 10.00000 3.03939
310.00000 60.00000 10.00000 2.88634
315.00000 60.00000 10.00000 2.52104
320.00000 60.00000 10.00000 2.06123
325.00000 60.00000 10.00000 1.60293
330.00000 60.00000 10.00000 1.24919
335.00000 60.00000 10.00000 1.00010
340.00000 60.00000 10.00000 0.80787
345.00000 60.00000 10.00000 0.66580
350.00000 60.00000 10.00000 0.57426
355.00000 60.00000 10.00000 0.50446
0.00000 65.00000 10.00000 0.47637
5.00000 65.00000 10.00000 0.39750
10.00000 65.00000 10.00000 0.33837
15.00000 65.00000 10.00000 0.30689
20.00000 65.00000 10.00000 0.29451
25.00000 65.00000 10.00000 0.29156
30.00000 65.00000 10.00000 0.29466
35.00000 65.00000 10.00000 0.30486
40.00000 65.00000 10.00000 0.32197
45.00000 65.00000 10.00000 0.33868
50.00000 65.00000 10.00000 0.34907
55.00000 65.00000 10.00000 0.36492
60.00000 65.00000 10.00000 0.40105
65.00000 65.00000 10.00000 0.45112
70.00000 65.00000 10.00000 0.50488
75.00000 65.00000 10.00000 0.57626
80.00000 65.00000 10.00000 0.69695
85.00000 65.00000 10.00000 0.87270
90.00000 65.00000 10.00000 1.06409
95.00000 65.00000 10.00000 1.24341
100.00000 65.00000 10.00000 1.45475
105.00000 65.00000 10.00000 1.75848
110.00000 65.00000 10.00000 2.13780
115.00000 65.00000 10.00000 2.51082
120.00000 65.00000 10.00000 2.83736
125.00000 65.00000 10.00000 3.05949
130.00000 65.00000 10.00000 2.97791
135.00000 65.00000 10.00000 2.63900
140.00000 65.00000 10.00000 2.14812
145.00000 65.00000 10.00000 1.62540
150.00000 65.00000 10.00000 1.23077
155.00000 65.00000 10.00000 0.94772
160.00000 65.00000 10.00000 0.72375
165.00000 65.00000 10.00000 0.56037
170.00000 65.00000 10.00000 0.46726
175.00000 65.00000 10.00000 0.41687
180.00000 65.00000 10.00000 0.37630
185.00000 65.00000 10.00000 0.34077
190.00000 65.00000 10.00000 0.31930
195.00000 65.00000 10.00000 0.31360
200.00000 65.00000 10.00000 0.31860
205.00000 65.00000 10.00000 0.33214
210.00000 65.00000 10.00000 0.35862
215.00000 65.00000 10.00000 0.40274
220.00000 65.00000 10.00000 0.45695
225.00000 65.00000 10.00000 0.49273
230.00000 65.00000 10.00000 0.49849
235.00000 65.00000 10.00000 0.50019
240.00000 65.00000 10.00000 0.51569
245.00000 65.00000 10.00000 0.53527
250.00000 65.00000 10.00000 0.55667
255.00000 65.00000 10.00000 0.59984
260.00000 65.00000 10.00000 0.68755
265.00000 65.00000 10.00000 0.81887
270.00000 65.00000 10.00000 0.96041
275.00000 65.00000 10.00000 1.09068
280.00000 65.00000 10.00000 1.25026
285.00000 65.00000 10.00000 1.49686
290.00000 65.00000 10.00000 1.81171
295.00000 65.00000 10.00000 2.09540
300.00000 65.00000 10.00000 2.29384
305.00000 65.00000 10.00000 2.43497
310.00000 65.00000 10.00000 2.41689
315.00000 65.00000 10.00000 2.19805
320.00000 65.00000 10.00000 1.91256
325.00000 65.00000 10.00000 1.54360
330.00000 65.00000 10.00000 1.23333
335.00000 65.00000 10.00000 1.01228
340.00000 65.00000 10.00000 0.83484
345.00000 65.00000 10.00000 0.70254
350.00000 65.00000 10.00000 0.62003
355.00000 65.00000 10.00000 0.55353
0.00000 70.00000 10.00000 0.57707
5.00000 70.00000 10.00000 0.47257
10.00000 70.00000 10.00000 0.38239
15.00000 70.00000 10.00000 0.32997
20.00000 70.00000 10.00000 0.30746
25.00000 70.00000 10.00000 0.29993
30.00000 70.00000 10.00000 0.30037
35.00000 70.00000 10.00000 0.30740
40.00000 70.00000 10.00000 0.31822
45.00000 70.00000 10.00000 0.32409
50.00000 70.00000 10.00000 0.32074
55.00000 70.00000 10.00000 0.32011
60.00000 70.00000 10.00000 0.33357
65.00000 70.00000 10.00000 0.35690
70.00000 70.00000 10.00000 0.38566
75.00000 70.00000 10.00000 0.43287
80.00000 70.00000 10.00000 0.52632
85.00000 70.00000 10.00000 0.67545
90.00000 70.00000 10.00000 0.84493
95.00000 70.00000 10.00000 1.00051
100.00000 70.00000 10.00000 1.16751
105.00000 70.00000 10.00000 1.39037
110.00000 70.00000 10.00000 1.67501
115.00000 70.00000 10.00000 1.99313
120.00000 70.00000 10.00000 2.32015
125.00000 70.00000 10.00000 2.61036
130.00000 70.00000 10.00000 2.66228
135.00000 70.00000 10.00000 2.44472
140.00000 70.00000 10.00000 2.08801
145.00000 70.00000 10.00000 1.65527
150.00000 70.00000 10.00000 1.29984
155.00000 70.00000 10.00000 1.03065
160.00000 70.00000 10.00000 0.80977
165.00000 70.00000 10.00000 0.64335
170.00000 70.00000 10.00000 0.54441
175.00000 70.00000 10.00000 0.48954
180.00000 70.00000 10.00000 0.44247
185.00000 70.00000 10.00000 0.39192
190.00000 70.00000 10.00000 0.35058
195.00000 70.00000 10.00000 0.32855
200.00000 70.00000 10.00000 0.32183
205.00000 70.00000 10.00000 0.32317
210.00000 70.00000 10.00000 0.33158
215.00000 70.00000 10.00000 0.34978
220.00000 70.00000 10.00000 0.37354
225.00000 70.00000 10.00000 0.38581
230.00000 70.00000 10.00000 0.37939
235.00000 70.00000 10.00000 0.37268
240.00000 70.00000 10.00000 0.37630
245.00000 70.00000 10.00000 0.38320
250.00000 70.00000 10.00000 0.39229
255.00000 70.00000 10.00000 0.41857
260.00000 70.00000 10.00000 0.48380
265.00000 70.00000 10.00000 0.59232
270.00000 70.00000 10.00000 0.71074
275.00000 70.00000 10.00000 0.80923
280.00000 70.00000 10.00000 0.91936
285.00000 70.00000 10.00000 1.09415
290.00000 70.00000 10.00000 1.32579
295.00000 70.00000 10.00000 1.55145
300.00000 70.00000 10.00000 1.74446
305.00000 70.00000 10.00000 1.94106
310.00000 70.00000 10.00000 2.05364
315.00000 70.00000 10.00000 1.99499
320.00000 70.00000 10.00000 1.79917
325.00000 70.00000 10.00000 1.48348
330.00000 70.00000 10.00000 1.22294
335.00000 70.00000 10.00000 1.04452
340.00000 70.00000 10.00000 0.89935
345.00000 70.00000 10.00000 0.78758
350.00000 70.00000 10.00000 0.71737
355.00000 70.00000 10.00000 0.65953
0.00000 75.00000 10.00000 0.61684
5.00000 75.00000 10.00000 0.50877
10.00000 75.00000 10.00000 0.40689
15.00000 75.00000 10.00000 0.34494
20.00000 75.00000 10.00000 0.31847
25.00000 75.00000 10.00000 0.31108
30.00000 75.00000 10.00000 0.31354
35.00000 75.00000 10.00000 0.32268
40.00000 75.00000 10.00000 0.33359
45.00000 75.00000 10.00000 0.33599
50.00000 75.00000 10.00000 0.32677
55.00000 75.00000 10.00000 0.31623
60.00000 75.00000 10.00000 0.31643
65.00000 75.00000 10.00000 0.32720
70.00000 75.00000 10.00000 0.34737
75.00000 75.00000 10.00000 0.38674
80.00000 75.00000 10.00000 0.46467
85.00000 75.00000 10.00000 0.58691
90.00000 75.00000 10.00000 0.72350
95.00000 75.00000 10.00000 0.84204
100.00000 75.00000 10.00000 0.95597
105.00000 75.00000 10.00000 1.10291
110.00000 75.00000 10.00000 1.30175
115.00000 75.00000 10.00000 1.54494
120.00000 75.00000 10.00000 1.81716
125.00000 75.00000 10.00000 2.08647
130.00000 75.00000 10.00000 2.16507
135.00000 75.00000 10.00000 2.04808
140.00000 75.00000 10.00000 1.88812
145.00000 75.00000 10.00000 1.59305
150.00000 75.00000 10.00000 1.31967
155.00000 75.00000 10.00000 1.11524
160.00000 75.00000 10.00000 0.94297
165.00000 75.00000 10.00000 0.79758
170.00000 75.00000 10.00000 0.69327
175.00000 75.00000 10.00000 0.62298
180.00000 75.00000 10.00000 0.55628
185.00000 75.00000 10.00000 0.47826
190.00000 75.00000 10.00000 0.40596
195.00000 75.00000 10.00000 0.36040
200.00000 75.00000 10.00000 0.34014
205.00000 75.00000 10.00000 0.33386
210.00000 75.00000 10.00000 0.33570
215.00000 75.00000 10.00000 0.34569
220.00000 75.00000 10.00000 0.35987
225.00000 75.00000 10.00000 0.36331
230.00000 75.00000 10.00000 0.34882
235.00000 75.00000 10.00000 0.33203
240.00000 75.00000 10.00000 0.32516
245.00000 75.00000 10.00000 0.32528
250.00000 75.00000 10.00000 0.33124
255.00000 75.00000 10.00000 0.35147
260.00000 75.00000 10.00000 0.40147
265.00000 75.00000 10.00000 0.48513
270.00000 75.00000 10.00000 0.57707
275.00000 75.00000 10.00000 0.65048
280.00000 75.00000 10.00000 0.72466
285.00000 75.00000 10.00000 0.83892
290.00000 75.00000 10.00000 0.99372
295.00000 75.00000 10.00000 1.15706
300.00000 75.00000 10.00000 1.32397
305.00000 75.00000 10.00000 1.52851
310.00000 75.00000 10.00000 1.73091
315.00000 75.00000 10.00000 1.78891
320.00000 75.00000 10.00000 1.62532
325.00000 75.00000 10.00000 1.35078
330.00000 75.00000 10.00000 1.13497
335.00000 75.00000 10.00000 0.99321
340.00000 75.00000 10.00000 0.88195
345.00000 75.00000 10.00000 0.79251
350.00000 75.00000 10.00000 0.73485
355.00000 75.00000 10.00000 0.68978
0.00000 80.00000 10.00000 0.53633
5.00000 80.00000 10.00000 0.46024
10.00000 80.00000 10.00000 0.38500
15.00000 80.00000 10.00000 0.33946
20.00000 80.00000 10.00000 0.32360
25.00000 80.00000 10.00000 0.32506
30.00000 80.00000 10.00000 0.33522
35.00000 80.00000 10.00000 0.35090
40.00000 80.00000 10.00000 0.36338
45.00000 80.00000 10.00000 0.36416
50.00000 80.00000 10.00000 0.35766
55.00000 80.00000 10.00000 0.34099
60.00000 80.00000 10.00000 0.33163
65.00000 80.00000 10.00000 0.33832
70.00000 80.00000 10.00000 0.36080
75.00000 80.00000 10.00000 0.40393
80.00000 80.00000 10.00000 0.47737
85.00000 80.00000 10.00000 0.57909
90.00000 80.00000 10.00000 0.67936
95.00000 80.00000 10.00000 0.74929
100.00000 80.00000 10.00000 0.80427
105.00000 80.00000 10.00000 0.88516
110.00000 80.00000 10.00000 1.01006
115.00000 80.00000 10.00000 1.16809
120.00000 80.00000 10.00000 1.34777
125.00000 80.00000 10.00000 1.54483
130.00000 80.00000 10.00000 1.65940
135.00000 80.00000 10.00000 1.65209
140.00000 80.00000 10.00000 1.56508
145.00000 80.00000 10.00000 1.35724
150.00000 80.00000 10.00000 1.17744
155.00000 80.00000 10.00000 1.05906
160.00000 80.00000 10.00000 0.95877
165.00000 80.00000 10.00000 0.85494
170.00000 80.00000 10.00000 0.75972
175.00000 80.00000 10.00000 0.68221
180.00000 80.00000 10.00000 0.60434
185.00000 80.00000 10.00000 0.51192
190.00000 80.00000 10.00000 0.42474
195.00000 80.00000 10.00000 0.36917
200.00000 80.00000 10.00000 0.34560
205.00000 80.00000 10.00000 0.34030
210.00000 80.00000 10.00000 0.34427
215.00000 80.00000 10.00000 0.35661
220.00000 80.00000 10.00000 0.37423
225.00000 80.00000 10.00000 0.37978
230.00000 80.00000 10.00000 0.36057
235.00000 80.00000 10.00000 0.33339
240.00000 80.00000 10.00000 0.31727
245.00000 80.00000 10.00000 0.31412
250.00000 80.00000 10.00000 0.32201
255.00000 80.00000 10.00000 0.34426
260.00000 80.00000 10.00000 0.38865
265.00000 80.00000 10.00000 0.45522
270.00000 80.00000 10.00000 0.52348
275.00000 80.00000 10.00000 0.57079
280.00000 80.00000 10.00000 0.60770
285.00000 80.00000 10.00000 0.66380
290.00000 80.00000 10.00000 0.74695
295.00000 80.00000 10.00000 0.84573
300.00000 80.00000 10.00000 0.96046
305.00000 80.00000 10.00000 1.10954
310.00000 80.00000 10.00000 1.27191
315.00000 80.00000 10.00000 1.34697
320.00000 80.00000 10.00000 1.25364
325.00000 80.00000 10.00000 1.05645
330.00000 80.00000 10.00000 0.89263
335.00000 80.00000 10.00000 0.78948
340.00000 80.00000 10.00000 0.71391
345.00000 80.00000 10.00000 0.65244
350.00000 80.00000 10.00000 0.61175
355.00000 80.00000 10.00000 0.58333
0.00000 85.00000 10.00000 0.44323
5.00000 85.00000 10.00000 0.41143
10.00000 85.00000 10.00000 0.37398
15.00000 85.00000 10.00000 0.35332
20.00000 85.00000 10.00000 0.35583
25.00000 85.00000 10.00000 0.37430
30.00000 85.00000 10.00000 0.39855
35.00000 85.00000 10.00000 0.42637
40.00000 85.00000 10.00000 0.44329
45.00000 85.00000 10.00000 0.44002
50.00000 85.00000 10.00000 0.43933
55.00000 85.00000 10.00000 0.41437
60.00000 85.00000 10.00000 0.39191
65.00000 85.00000 10.00000 0.39636
70.00000 85.00000 10.00000 0.42414
75.00000 85.00000 10.00000 0.47097
80.00000 85.00000 10.00000 0.53736
85.00000 85.00000 10.00000 0.61590
90.00000 85.00000 10.00000 0.67567
95.00000 85.00000 10.00000 0.69099
100.00000 85.00000 10.00000 0.68529
105.00000 85.00000 10.00000 0.70397
110.00000 85.00000 10.00000 0.75991
115.00000 85.00000 10.00000 0.83672
120.00000 85.00000 10.00000 0.92322
125.00000 85.00000 10.00000 1.03323
130.00000 85.00000 10.00000 1.14996
135.00000 85.00000 10.00000 1.19384
140.00000 85.00000 10.00000 1.10967
145.00000 85.00000 10.00000 0.95986
150.00000 85.00000 10.00000 0.85558
155.00000 85.00000 10.00000 0.80122
160.00000 85.00000 10.00000 0.75558
165.00000 85.00000 10.00000 0.69601
170.00000 85.00000 10.00000 0.63288
175.00000 85.00000 10.00000 0.57933
180.00000 85.00000 10.00000 0.52368
185.00000 85.00000 10.00000 0.45470
190.00000 85.00000 10.00000 0.38962
195.00000 85.00000 10.00000 0.35152
200.00000 85.00000 10.00000 0.34234
205.00000 85.00000 10.00000 0.35079
210.00000 85.00000 10.00000 0.36732
215.00000 85.00000 10.00000 0.39261
220.00000 85.00000 10.00000 0.42570
225.00000 85.00000 10.00000 0.44262
230.00000 85.00000 10.00000 0.42094
235.00000 85.00000 10.00000 0.37836
240.00000 85.00000 10.00000 0.34890
245.00000 85.00000 10.00000 0.34154
250.00000 85.00000 10.00000 0.35132
255.00000 85.00000 10.00000 0.37562
260.00000 85.00000 10.00000 0.41613
265.00000 85.00000 10.00000 0.46979
270.00000 85.00000 10.00000 0.51629
275.00000 85.00000 10.00000 0.53236
280.00000 85.00000 10.00000 0.52640
285.00000 85.00000 10.00000 0.52885
290.00000 85.00000 10.00000 0.55481
295.00000 85.00000 10.00000 0.59977
300.00000 85.00000 10.00000 0.65833
305.00000 85.00000 10.00000 0.73527
310.00000 85.00000 10.00000 0.81465
315.00000 85.00000 10.00000 0.85350
320.00000 85.00000 10.00000 0.81913
325.00000 85.00000 10.00000 0.70655
330.00000 85.00000 10.00000 0.60438
335.00000 85.00000 10.00000 0.54530
340.00000 85.00000 10.00000 0.50659
345.00000 85.00000 10.00000 0.47638
350.00000 85.00000 10.00000 0.45967
355.00000 85.00000 10.00000 0.45501
0.00000 90.00000 10.00000 0.45773
5.00000 90.00000 10.00000 0.46593
10.00000 90.00000 10.00000 0.45542
15.00000 90.00000 10.00000 0.45435
20.00000 90.00000 10.00000 0.48012
25.00000 90.00000 10.00000 0.52606
30.00000 90.00000 10.00000 0.57596
35.00000 90.00000 10.00000 0.62915
40.00000 90.00000 10.00000 0.66432
45.00000 90.00000 10.00000 0.65586
50.00000 90.00000 10.00000 0.64614
55.00000 90.00000 10.00000 0.59211
60.00000 90.00000 10.00000 0.53858
65.00000 90.00000 10.00000 0.52957
70.00000 90.00000 10.00000 0.55062
75.00000 90.00000 10.00000 0.58235
80.00000 90.00000 10.00000 0.61964
85.00000 90.00000 10.00000 0.65820
90.00000 90.00000 10.00000 0.67134
95.00000 90.00000 10.00000 0.63829
100.00000 90.00000 10.00000 0.58457
105.00000 90.00000 10.00000 0.55319
110.00000 90.00000 10.00000 0.55555
115.00000 90.00000 10.00000 0.57652
120.00000 90.00000 10.00000 0.60402
125.00000 90.00000 10.00000 0.64756
130.00000 90.00000 10.00000 0.70951
135.00000 90.00000 10.00000 0.73989
140.00000 90.00000 10.00000 0.68853
145.00000 90.00000 10.00000 0.60000
150.00000 90.00000 10.00000 0.54187
155.00000 90.00000 10.00000 0.51624
160.00000 90.00000 10.00000 0.49692
165.00000 90.00000 10.00000 0.47126
170.00000 90.00000 10.00000 0.44748
175.00000 90.00000 10.00000 0.43381
180.00000 90.00000 10.00000 0.42034
185.00000 90.00000 10.00000 0.39598
190.00000 90.00000 10.00000 0.37028
195.00000 90.00000 10.00000 0.36214
200.00000 90.00000 10.00000 0.37786
205.00000 90.00000 10.00000 0.41043
210.00000 90.00000 10.00000 0.45101
215.00000 90.00000 10.00000 0.50317
220.00000 90.00000 10.00000 0.56360
225.00000 90.00000 10.00000 0.59603
230.00000 90.00000 10.00000 0.57463
235.00000 90.00000 10.00000 0.50660
240.00000 90.00000 10.00000 0.44831
245.00000 90.00000 10.00000 0.42638
250.00000 90.00000 10.00000 0.42869
255.00000 90.00000 10.00000 0.44320
260.00000 90.00000 10.00000 0.46904
265.00000 90.00000 10.00000 0.50434
270.00000 90.00000 10.00000 0.52633
275.00000 90.00000 10.00000 0.50921
280.00000 90.00000 10.00000 0.46468
285.00000 90.00000 10.00000 0.42924
290.00000 90.00000 10.00000 0.42104
295.00000 90.00000 10.00000 0.43446
300.00000 90.00000 10.00000 0.45881
305.00000 90.00000 10.00000 0.49330
310.00000 90.00000 10.00000 0.52810
315.00000 90.00000 10.00000 0.54333
320.00000 90.00000 10.00000 0.52985
325.00000 90.00000 10.00000 0.47156
330.00000 90.00000 10.00000 0.41858
335.00000 90.00000 10.00000 0.39440
340.00000 90.00000 10.00000 0.38513
345.00000 90.00000 10.00000 0.38360
350.00000 90.00000 10.00000 0.39638
355.00000 90.00000 10.00000 0.42672
0.00000 0.00000 15.00000 0.35101
5.00000 0.00000 15.00000 0.37178
10.00000 0.00000 15.00000 0.40854
15.00000 0.00000 15.00000 0.44692
20.00000 0.00000 15.00000 0.49143
25.00000 0.00000 15.00000 0.54557
30.00000 0.00000 15.00000 0.57547
35.00000 0.00000 15.00000 0.54641
40.00000 0.00000 15.00000 0.47081
45.00000 0.00000 15.00000 0.41292
50.00000 0.00000 15.00000 0.39105
55.00000 0.00000 15.00000 0.38546
60.00000 0.00000 15.00000 0.38361
65.00000 0.00000 15.00000 0.38832
70.00000 0.00000 15.00000 0.39978
75.00000 0.00000 15.00000 0.40177
80.00000 0.00000 15.00000 0.38220
85.00000 0.00000 15.00000 0.35700
90.00000 0.00000 15.00000 0.35101
95.00000 0.00000 15.00000 0.37178
100.00000 0.00000 15.00000 0.40854
105.00000 0.00000 15.00000 0.44692
110.00000 0.00000 15.00000 0.49143
115.00000 0.00000 15.00000 0.54557
120.00000 0.00000 15.00000 0.57547
125.00000 0.00000 15.00000 0.54641
130.00000 0.00000 15.00000 0.47081
135.00000 0.00000 15.00000 0.41292
140.00000 0.00000 15.00000 0.39105
145.00000 0.00000 15.00000 0.38546
150.00000 0.00000 15.00000 0.38361
155.00000 0.00000 15.00000 0.38832
160.00000 0.00000 15.00000 0.39978
165.00000 0.00000 15.00000 0.40177
170.00000 0.00000 15.00000 0.38220
175.00000 0.00000 15.00000 0.35700
180.00000 0.00000 15.00000 0.35101
185.00000 0.00000 15.00000 0.37178
190.00000 0.00000 15.00000 0.40854
195.00000 0.00000 15.00000 0.44692
200.00000 0.00000 15.00000 0.49143
205.00000 0.00000 15.00000 0.54557
210.00000 0.00000 15.00000 0.57547
215.00000 0.00000 15.00000 0.54641
220.00000 0.00000 15.00000 0.47081
225.00000 0.00000 15.00000 0.41292
230.00000 0.00000 15.00000 0.39105
235.00000 0.00000 15.00000 0.38546
240.00000 0.00000 15.00000 0.38361
245.00000 0.00000 15.00000 0.38832
250.00000 0.00000 15.00000 0.39978
255.00000 0.00000 15.00000 0.40177
260.00000 0.00000 15.00000 0.38220
265.00000 0.00000 15.00000 0.35700
270.00000 0.00000 15.00000 0.35101
275.00000 0.00000 15.00000 0.37178
280.00000 0.00000 15.00000 0.40854
285.00000 0.00000 15.00000 0.44692
290.00000 0.00000 15.00000 0.49143
295.00000 0.00000 15.00000 0.54557
300.00000 0.00000 15.00000 0.57547
305.00000 0.00000 15.00000 0.54641
310.00000 0.00000 15.00000 0.47081
315.00000 0.00000 15.00000 0.41292
320.00000 0.00000 15.00000 0.39105
325.00000 0.00000 15.00000 0.38546
330.00000 0.00000 15.00000 0.38361
335.00000 0.00000 15.00000 0.38832
340.00000 0.00000 15.00000 0.39978
345.00000 0.00000 15.00000 0.40177
350.00000 0.00000 15.00000 0.38220
355.00000 0.00000 15.00000 0.35700
0.00000 5.00000 15.00000 0.45347
5.00000 5.00000 15.00000 0.47316
10.00000 5.00000 15.00000 0.50988
15.00000 5.00000 15.00000 0.54770
20.00000 5.00000 15.00000 0.59567
25.00000 5.00000 15.00000 0.66137
30.00000 5.00000 15.00000 0.69695
35.00000 5.00000 15.00000 0.64789
